module,area,area_name,image,canvas_w,canvas_h,zoom,panel_x0,panel_y0,panel_w,panel_h,fiducials,marker_number,note_index,tag,strref,name,vanilla_px,vanilla_world_x,vanilla_world_y,anchor_img_x,anchor_img_y,badge_img_x,badge_img_y,nearest_note_px,crowded,off_map,live_px,live_img_x,live_img_y,north_axis
korr_m36aa,m36aa,Korriban - Valley of Dark Lords,korr_m36aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,34,k36_map_third,39991,To Tulak Hord's Tomb,"252,30",117.244095,247.889999,1038.0,206.0,1068.0,176.0,24.3,False,False,"261,30",1074.0,206.0,0
korr_m36aa,m36aa,Korriban - Valley of Dark Lords,korr_m36aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,35,k36_map_firsttom,39989,To Ajunta Pall's Tomb,"265,90",131.849884,177.10614,1090.0,446.0,1120.0,416.0,61.4,False,False,,,,0
korr_m37aa,m37aa,Korriban - Tomb of Ajunta Pall,korr_m37aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,9,k37_map_valley,39926,To Valley,"79,136",8.62365723,17.50103,346.0,630.0,376.0,600.0,301.3,False,False,,,,0
korr_m37aa,m37aa,Korriban - Tomb of Ajunta Pall,korr_m37aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,12,k37_map_sarc,40008,Sith Sarcophagus,"380,123",146.031372,23.4254932,1550.0,578.0,1580.0,548.0,301.3,False,False,,,,0
korr_m38aa,m38ab,Korriban - Tomb of Marka Ragnos,korr_m38aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,5,k38a_map_valley,39926,To Valley,"48,123",13.2981415,74.555481,222.0,578.0,252.0,548.0,331.0,False,False,"47,120",218.0,566.0,0
korr_m38aa,m38ab,Korriban - Tomb of Marka Ragnos,korr_m38aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,9,k38a_map_sarcoph,40008,Sith Sarcophagus,"379,123",149.857773,74.6092148,1546.0,578.0,1576.0,548.0,331.0,False,False,,,,0
korr_m38ab,m38aa,Korriban - Tomb of Tulak Hord,korr_m38ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,13,k38b_map_valley,39926,To Valley,"44,112",8.89037323,54.5649223,206.0,534.0,236.0,504.0,344.2,False,False,"47,109",218.0,522.0,0
korr_m38ab,m38aa,Korriban - Tomb of Tulak Hord,korr_m38ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,16,k38b_map_sarc,40008,Sith Sarcophagus,"385,65",147.751923,74.4128265,1570.0,346.0,1600.0,316.0,344.2,False,False,,,,0
korr_m39aa,m39aa,Korriban - Tomb of Naga Sadow,korr_m39aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,13,k39_map_valley,39926,To Valley,"219,30",8.52714539,107.092384,906.0,206.0,936.0,176.0,192.0,False,False,"217,22",898.0,174.0,3
korr_m39aa,m39aa,Korriban - Tomb of Naga Sadow,korr_m39aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,19,k39_map_starmap,40066,Star Map,"219,222",129.76123,107.42012,906.0,974.0,936.0,944.0,192.0,False,False,,,,3
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,37,SW_MAPNOTE001,40105,Elevator,"394,132",186.640945,78.5432587,1606.0,614.0,1636.0,584.0,124.8,False,False,"381,131",1554.0,610.0,0
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,81,lev40_mnbarracks2,40879,Barracks,"229,219",103.962982,28.0872116,946.0,962.0,976.0,932.0,61.7,False,False,,,,0
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,82,lev40_mncell2,44173,Cell Block,"284,191",131.549713,44.0536766,1166.0,850.0,1196.0,820.0,61.7,False,False,,,,0
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,83,lev40_mndroid,44174,Droid Maintenance,"149,105",63.4722137,94.0869446,626.0,506.0,656.0,476.0,56.1,False,False,,,,0
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,84,lev40_mnmedical,44175,Medical,"152,161",65.1153412,61.8872566,638.0,730.0,668.0,700.0,56.1,False,False,"151,157",634.0,714.0,0
lev_m40aa,m40aa,Leviathan - Prison Block,lev_m40aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,85,lev40_mndetention,44176,Detention,"77,168",27.4821415,57.583786,338.0,758.0,368.0,728.0,75.3,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,19,SW_MAPNOTE001,40105,Elevator,"46,130",12.5119114,54.4334717,214.0,606.0,244.0,576.0,110.4,False,False,"64,128",286.0,598.0,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,20,lev40_mndroid,40102,Droid Bay,"157,184",53.3912926,33.1839676,658.0,822.0,688.0,792.0,57.2,False,False,"161,180",674.0,806.0,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,21,lev40_mnarmory,40113,Armory,"254,173",89.2015457,37.6485367,1046.0,778.0,1076.0,748.0,59.8,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,22,SW_MAPNOTE001,40114,To Bridge,"389,129",138.909103,54.6417542,1586.0,602.0,1616.0,572.0,64.4,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,23,SW_MAPNOTE001,40115,To Bridge Storage,"344,83",122.344185,72.7147903,1406.0,418.0,1436.0,388.0,50.2,False,False,"346,79",1414.0,402.0,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,52,lev40_mnbarracks1,40879,Barracks,"164,78",55.9036026,74.7341003,686.0,398.0,716.0,368.0,58.2,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,53,lev40_mnbarracks2,40879,Barracks,"183,133",62.8927345,53.1614037,762.0,618.0,792.0,588.0,57.2,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,54,lev40_mnbarracks3,40879,Barracks,"341,179",121.00219,35.1477051,1394.0,802.0,1424.0,772.0,52.8,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",9,55,lev40_mnelevator1,44300,Elevator Corridor,"108,36",35.2665367,91.2152252,462.0,230.0,492.0,200.0,70.0,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",10,56,lev40_mnelevator2,44300,Elevator Corridor,"107,222",35.1540413,18.462326,458.0,974.0,488.0,944.0,62.8,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",11,57,lev40_mncentral1,44301,Central Corridor,"216,38",75.1441803,90.4568787,894.0,238.0,924.0,208.0,65.6,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",12,58,lev40_mncentral2,44301,Central Corridor,"217,220",75.3343506,19.0950527,898.0,966.0,928.0,936.0,59.8,False,False,,,,0
lev_m40ab,m40ab,Leviathan - Command Deck,lev_m40ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",13,59,lev40_mnbridge,44302,Bridge Corridor,"324,129",114.811195,54.7170486,1326.0,602.0,1356.0,572.0,50.2,False,False,,,,0
lev_m40ac,m40ac,Leviathan - Hangar,lev_m40ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,16,SW_MAPNOTE001,40105,Elevator,"50,52",12.5704174,154.499725,230.0,294.0,260.0,264.0,150.0,False,False,"59,51",266.0,290.0,0
lev_m40ac,m40ac,Leviathan - Hangar,lev_m40ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,17,SW_MAPNOTE001,40126,Hangar Control,"200,55",124.939407,152.287247,830.0,306.0,860.0,276.0,150.0,False,False,"200,63",830.0,338.0,0
lev_m40ac,m40ac,Leviathan - Hangar,lev_m40ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,18,SW_MAPNOTE001,40127,To Hangar,"377,52",258.614594,154.814407,1538.0,294.0,1568.0,264.0,177.0,False,False,"374,54",1526.0,302.0,0
lev_m40ad,m40ad,Leviathan - Bridge,lev_m40ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,6,SW_MAPNOTE001,40131,To Command Deck,"53,98",123.142723,77.1539764,242.0,478.0,272.0,448.0,36.1,False,False,"53,103",242.0,498.0,0
lev_m40ad,m40ad,Leviathan - Bridge,lev_m40ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,7,SW_MAPNOTE001,35404,Airlock,"51,62",122.300545,96.2414246,234.0,334.0,264.0,304.0,36.1,False,False,,,,0
lev_m40ad,m40ad,Leviathan - Bridge,lev_m40ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,8,SW_MAPNOTE001,35404,Airlock,"181,104",184.523987,74.1997375,754.0,502.0,784.0,472.0,73.9,False,False,"181,99",754.0,482.0,0
lev_m40ad,m40ad,Leviathan - Bridge,lev_m40ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,9,SW_MAPNOTE001,40131,To Command Deck,"117,141",153.58728,54.7330055,498.0,650.0,528.0,620.0,73.9,False,False,"119,137",506.0,634.0,0
lev_m40ad,m40ad,Leviathan - Bridge,lev_m40ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,10,SW_MAPNOTE001,34305,Bridge,"355,141",267.560883,54.7171326,1450.0,650.0,1480.0,620.0,177.9,False,False,,,,0
liv_m99aa,m50aa,Yavin Station,liv_m99aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,21,yav50_map,48569,To Ebon Hawk,"60,131",7.10191488,-2.78233051,270.0,610.0,300.0,580.0,999.0,False,False,"53,131",242.0,610.0,3
manm26aa,m26aa,Manaan - Ahto West,manm26aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,15,SW_WAYPOINT001,35012,Ahto High Court,"190,210",49.7372055,-4.62086058,790.0,926.0,820.0,896.0,79.3,False,False,,,,3
manm26aa,m26aa,Manaan - Ahto West,manm26aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,16,SW_WAYPOINT001,35013,Mercenary Enclave,"279,29",-24.1814365,29.1485157,1146.0,202.0,1176.0,172.0,74.1,False,False,"291,47",1194.0,274.0,3
manm26aa,m26aa,Manaan - Ahto West,manm26aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,17,SW_WAYPOINT001,35014,To Ahto City Central,"318,92",1.79511762,43.5973778,1302.0,454.0,1332.0,424.0,74.1,False,False,"324,91",1326.0,450.0,3
manm26aa,m26aa,Manaan - Ahto West,manm26aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,38,SW_MAPNOTE001,43297,Holding Cell,"249,157",28.1863747,17.5707378,1026.0,714.0,1056.0,684.0,79.3,False,False,"248,142",1022.0,654.0,3
manm26ab,m26ab,Manaan - Ahto East,manm26ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,11,SW_WAYPOINT001,35033,Swoop Track Registration,"225,231",-81.7413254,34.8877869,930.0,1010.0,960.0,980.0,91.3,False,False,"228,232",942.0,1014.0,2
manm26ab,m26ab,Manaan - Ahto East,manm26ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,12,SW_WAYPOINT001,33405,General Shop,"249,88",2.94969749,20.857605,1026.0,438.0,1056.0,408.0,71.8,False,False,"249,80",1026.0,406.0,2
manm26ab,m26ab,Manaan - Ahto East,manm26ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,13,SW_WAYPOINT001,35034,Sith Base,"260,17",44.9941177,14.5262213,1070.0,154.0,1100.0,124.0,71.8,False,False,"262,12",1078.0,134.0,2
manm26ab,m26ab,Manaan - Ahto East,manm26ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,14,SW_WAYPOINT001,35035,To Ahto City East Central,"150,179",-51.3439713,77.9725189,630.0,802.0,660.0,772.0,91.3,False,False,"151,176",634.0,790.0,2
manm26ac,m26ac,Manaan - West Central,manm26ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,23,SW_WAYPOINT001,35054,To Docking Bay,"210,17",-58.6608734,163.244064,870.0,154.0,900.0,124.0,126.9,False,False,"208,14",862.0,142.0,0
manm26ac,m26ac,Manaan - West Central,manm26ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,24,SW_WAYPOINT001,35055,Port Official,"237,141",-38.2010498,65.8034668,978.0,650.0,1008.0,620.0,95.3,False,False,"229,141",946.0,650.0,0
manm26ac,m26ac,Manaan - West Central,manm26ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,25,SW_WAYPOINT001,35056,To Ahto West,"148,193",-105.884109,25.2954445,622.0,858.0,652.0,828.0,103.1,False,False,,,,0
manm26ac,m26ac,Manaan - West Central,manm26ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,26,SW_WAYPOINT001,35035,To Ahto City East Central,"278,227",-7.04369354,-1.61356211,1142.0,994.0,1172.0,964.0,95.3,False,False,"284,226",1166.0,990.0,0
manm26ad,m26ad,Manaan - Docking Bay,manm26ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,51,SW_MAPNOTE001,33404,Ebon Hawk,"278,141",253.696838,177.679657,1142.0,650.0,1172.0,620.0,92.4,False,False,"272,139",1118.0,642.0,1
manm26ad,m26ad,Manaan - Docking Bay,manm26ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,52,SW_MAPNOTE001,45134,Sith Hangar,"186,150",337.582642,185.624878,774.0,686.0,804.0,656.0,25.1,False,False,,,,1
manm26ad,m26ad,Manaan - Docking Bay,manm26ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,53,SW_MAPNOTE001,45135,Private Hangar,"94,135",422.23764,172.185516,406.0,626.0,436.0,596.0,93.2,False,False,,,,1
manm26ad,m26ad,Manaan - Docking Bay,manm26ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,54,SW_MAPNOTE001,19297,Manaan - West Central,"184,175",340.134979,208.683319,766.0,786.0,796.0,756.0,25.1,False,False,,,,1
manm26ae,m26ae,Manaan - East Central,manm26ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,69,SW_MAPNOTE001,40212,To West Central Courtyard,"137,220",10.0834465,-1.14223588,578.0,966.0,608.0,936.0,31.4,False,False,"139,224",586.0,982.0,0
manm26ae,m26ae,Manaan - East Central,manm26ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,70,SW_MAPNOTE001,40213,Tyvark's Shop,"142,189",13.1577568,19.0816231,598.0,842.0,628.0,812.0,31.4,False,False,,,,0
manm26ae,m26ae,Manaan - East Central,manm26ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,71,SW_MAPNOTE001,40214,To East Courtyard,"295,179",107.231026,25.7585831,1210.0,802.0,1240.0,772.0,84.1,False,False,"303,176",1242.0,790.0,0
manm26ae,m26ae,Manaan - East Central,manm26ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,72,SW_MAPNOTE001,35175,Visitor's Hotel,"141,121",12.695713,63.8812561,594.0,570.0,624.0,540.0,68.0,False,False,"157,123",658.0,578.0,0
manm26ae,m26ae,Manaan - East Central,manm26ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,73,SW_MAPNOTE001,40215,Republic Enclave,"250,108",79.4371872,72.1107483,1030.0,518.0,1060.0,488.0,84.1,False,False,,,,0
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,26,SW_MAPNOTE001,40265,Elevator to Ahto City,"204,208",102.985878,35.73349,846.0,918.0,876.0,888.0,14.0,False,False,"202,202",838.0,894.0,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,27,SW_MAPNOTE001,40266,Security Checkpoint,"204,194",113.597633,35.5927315,846.0,862.0,876.0,832.0,14.0,False,False,,,,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,28,SW_MAPNOTE001,40267,Flow Control,"291,147",149.191086,-27.3656998,1194.0,674.0,1224.0,644.0,51.2,False,False,"306,146",1254.0,670.0,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,29,SW_MAPNOTE001,40268,North Computer Room,"102,69",208.381958,108.510025,438.0,362.0,468.0,332.0,120.1,False,False,,,,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,30,SW_MAPNOTE001,40269,Training Annex,"226,44",227.133575,19.2841873,934.0,262.0,964.0,232.0,121.8,False,False,,,,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,31,SW_MAPNOTE001,40270,Secondary Entrance,"251,179",124.925415,1.82042694,1034.0,802.0,1064.0,772.0,49.3,False,False,,,,2
manm27aa,m27aa,Manaan - Sith Base,manm27aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,32,SW_MAPNOTE001,40271,Droid Repair,"162,173",129.942993,65.6785049,678.0,778.0,708.0,748.0,47.0,False,False,,,,2
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,28,SW_WAYPOINT001,35404,Airlock,"209,214",135.762772,71.0993652,866.0,942.0,896.0,912.0,21.9,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,29,SW_WAYPOINT001,35404,Airlock,"142,217",83.8842621,68.8719864,598.0,954.0,628.0,924.0,54.1,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,30,SW_WAYPOINT001,35405,Envirosuit Storage,"166,167",102.013832,108.97242,694.0,754.0,752.0,696.0,1.0,True,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,31,SW_WAYPOINT001,35404,Airlock,"308,201",212.420776,81.2991257,1262.0,890.0,1292.0,860.0,72.9,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,37,SW_MAPNOTE001,35179,Submersible,"204,51",131.426804,202.123413,846.0,290.0,876.0,260.0,102.3,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,46,cs,45799,Central Storage Room,"200,173",128.193558,104.32444,830.0,778.0,860.0,748.0,27.7,False,False,"206,171",854.0,770.0,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,47,ws,45820,West Storage Room,"145,163",86.0343552,112.369537,610.0,738.0,640.0,708.0,21.2,False,False,"140,164",590.0,742.0,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,48,ehb,45803,East Hallway B,"277,135",188.420013,134.377518,1138.0,626.0,1168.0,596.0,57.8,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",9,49,sh,45814,South Hallway,"218,194",142.266998,86.9649048,902.0,862.0,932.0,832.0,21.9,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",10,50,sc,45811,Security Room,"166,146",102.175949,125.469696,694.0,670.0,724.0,640.0,20.0,False,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",11,51,en,45805,Environment Suit Containment,"166,166",101.862564,109.531792,694.0,750.0,752.0,808.0,1.0,True,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",12,52,sco,41774,Security Computer,"306,85",210.804352,174.733337,1254.0,426.0,1312.0,368.0,1.0,True,False,,,,0
manm28aa,m28aa,Manaan - Hrakert Station,manm28aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",13,61,SW_WAYPOINT001,35403,Security Control,"307,85",210.951538,175.023895,1258.0,426.0,1316.0,484.0,1.0,True,False,,,,0
manm28ab,m28ab,Manaan - Sea Floor,manm28ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,16,SW_WAYPOINT001,35408,To Hrakert Station,"174,45",127.490364,98.8389053,726.0,266.0,756.0,236.0,66.0,False,False,,,,0
manm28ab,m28ab,Manaan - Sea Floor,manm28ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,17,SW_WAYPOINT001,35408,To Hrakert Station,"240,45",177.124878,98.7140656,990.0,266.0,1020.0,236.0,66.0,False,False,,,,0
manm28ab,m28ab,Manaan - Sea Floor,manm28ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,18,SW_WAYPOINT001,35404,Airlock,"345,94",254.489517,60.0352631,1410.0,462.0,1440.0,432.0,53.1,False,False,,,,0
manm28ab,m28ab,Manaan - Sea Floor,manm28ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,19,SW_WAYPOINT001,35404,Airlock,"363,144",267.944214,20.1154613,1482.0,662.0,1512.0,632.0,53.1,False,False,,,,0
manm28ac,m28ac,Manaan - Kolto Control,manm28ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,3,SW_WAYPOINT001,35404,Airlock,"258,45",216.145416,76.0418472,1062.0,266.0,1092.0,236.0,115.2,False,False,,,,1
manm28ac,m28ac,Manaan - Kolto Control,manm28ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,4,SW_WAYPOINT001,35421,To Sea Floor,"165,113",259.367706,109.867523,690.0,538.0,720.0,508.0,92.0,False,False,,,,1
manm28ac,m28ac,Manaan - Kolto Control,manm28ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,5,SW_WAYPOINT001,35421,To Sea Floor,"221,186",233.439148,145.977463,914.0,830.0,944.0,800.0,92.0,False,False,,,,1
manm28ad,m28ad,Manaan - Hrakert Rift,manm28ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,3,SW_WAYPOINT001,35425,To Kolto Control,"139,169",82.108551,94.5437546,586.0,762.0,616.0,732.0,29.2,False,False,,,,0
manm28ad,m28ad,Manaan - Hrakert Rift,manm28ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,4,SW_WAYPOINT001,35408,To Hrakert Station,"128,142",73.8844452,119.856239,542.0,654.0,572.0,624.0,29.2,False,False,,,,0
manm28ad,m28ad,Manaan - Hrakert Rift,manm28ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,5,SW_WAYPOINT001,33475,Star Map,"300,156",195.101562,106.972412,1230.0,710.0,1260.0,680.0,98.0,False,False,,,,0
manm28ad,m28ad,Manaan - Hrakert Rift,manm28ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,6,SW_WAYPOINT001,35426,Kolto Control Panel,"202,155",126.162239,107.820091,838.0,706.0,868.0,676.0,64.5,False,False,,,,0
sta_m45aa,m45aa,Star Forge - Deck 1,sta_m45aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,11,k45a_map_elevato,35471,To Elevator,"264,67",98.0951004,151.2668,1086.0,354.0,1116.0,324.0,32.2,False,False,,,,0
sta_m45aa,m45aa,Star Forge - Deck 1,sta_m45aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,22,k45a_map_east,40316,To East Exit,"308,238",152.890366,-80.146492,1262.0,1038.0,1292.0,1008.0,135.0,False,False,,,,0
sta_m45aa,m45aa,Star Forge - Deck 1,sta_m45aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,23,k45a_map_west,40318,To West Exit,"173,238",-15.9420147,-79.8439789,722.0,1038.0,752.0,1008.0,135.0,False,False,,,,0
sta_m45aa,m45aa,Star Forge - Deck 1,sta_m45aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,24,k45_map_ebonhawk,34556,To Ebon Hawk,"238,48",65.3088989,177.24707,982.0,278.0,1012.0,248.0,32.2,False,False,"243,45",1002.0,266.0,0
