module,area,note_index,tag,strref,name,rule,confidence,old_world_x,old_world_y,new_world_x,new_world_y,old_px,old_py,new_px,new_py,move_px,drawn_before,drawn_after,roundtrip_ok,room,review,review_reason,reason
korr_m39aa,m39aa,13,k39_map_valley,39926,To Valley,transition,high,8.527145,107.092384,3.392856,106.095179,219,30,217,22,8.2,True,True,True,M39aa_18,False,,"names door kor39_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it"
korr_m39aa,m39aa,19,k39_map_starmap,40066,Star Map,below_threshold,n/a,129.761230,107.420120,,,219,222,,,1.0,True,True,,M39aa_01,,,"names the sound 'star map zzzzz' (SoundList), 1 px away, name match 1.00"
lev_m40aa,m40aa,37,SW_MAPNOTE001,40105,Elevator,object,medium,186.640945,78.543259,180.199997,79.000000,394,132,381,131,13.0,True,True,True,M40aa_12a,True,"lands in room M40aa_17a, vanilla was in M40aa_12a","names the door 'Elevator' (Door List), 13 px away, name match 1.00"
lev_m40aa,m40aa,81,lev40_mnbarracks2,40879,Barracks,below_threshold,n/a,103.962982,28.087212,,,229,219,,,2.0,True,True,,M40aa_11a,,,"sole note in room M40aa_11a (42 px across), only note in it"
lev_m40aa,m40aa,82,lev40_mncell2,44173,Cell Block,below_threshold,n/a,131.549713,44.053677,,,284,191,,,0.0,True,True,,M40aa_18c,,,"sole note in room M40aa_18c (50 px across), only note in it"
lev_m40aa,m40aa,83,lev40_mndroid,44174,Droid Maintenance,below_threshold,n/a,63.472214,94.086945,,,149,105,,,1.0,True,True,,M40aa_00b,,,"sole note in room M40aa_00b (39 px across), only note in it"
lev_m40aa,m40aa,84,lev40_mnmedical,44175,Medical,room_centre,medium,65.115341,61.887257,64.691808,63.853191,152,161,151,157,4.1,True,True,True,M40aa_00a,False,,"sole note in room M40aa_00a (39 px across), only note in it"
lev_m40aa,m40aa,85,lev40_mndetention,44176,Detention,below_threshold,n/a,27.482141,57.583786,,,77,168,,,2.2,True,True,,M40aa_02a,,,"sole note in room M40aa_02a (50 px across), only note in it"
lev_m40ab,m40ab,19,SW_MAPNOTE001,40105,Elevator,object,medium,12.511911,54.433472,19.000000,55.000000,46,130,64,128,18.1,True,True,True,M40ab_13a,True,"lands in room M40ab_01a, vanilla was in M40ab_13a","names the door 'Elevator' (Door List), 18 px away, name match 1.00"
lev_m40ab,m40ab,20,lev40_mndroid,40102,Droid Bay,room_centre,medium,53.391293,33.183968,54.846061,34.662459,157,184,161,180,5.7,True,True,True,M40ab_17a,False,,"sole note in room M40ab_17a (74 px across), only note in it"
lev_m40ab,m40ab,21,lev40_mnarmory,40113,Armory,below_threshold,n/a,89.201546,37.648537,,,254,173,,,1.4,True,True,,M40ab_19a,,,"sole note in room M40ab_19a (58 px across), only note in it"
lev_m40ab,m40ab,22,SW_MAPNOTE001,40114,To Bridge,below_threshold,n/a,138.909103,54.641754,,,389,129,,,2.2,True,True,,M40ab_07b,,,"names door lev40_bridgedoor -> lev_m40ad (Leviathan - Bridge), name match 1.00; centred on its drawn transition line (16 px long) and set 4 px clear of it"
lev_m40ab,m40ab,23,SW_MAPNOTE001,40115,To Bridge Storage,transition,high,122.344185,72.714790,122.955520,74.353885,344,83,346,79,4.5,True,True,True,M40ab_21a,False,,"names door lev40_storage -> lev_m40ad (Leviathan - Bridge), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
lev_m40ab,m40ab,52,lev40_mnbarracks1,40879,Barracks,below_threshold,n/a,55.903603,74.734100,,,164,78,,,1.4,True,True,,M40ab_15a,,,"sole note in room M40ab_15a (79 px across), only note in it"
lev_m40ab,m40ab,53,lev40_mnbarracks2,40879,Barracks,none,n/a,62.892735,53.161404,,,183,133,,,0.0,True,True,,M40ab_16a,,,"on floor of M40ab_16a, too large to centre in (81 px across)"
lev_m40ab,m40ab,54,lev40_mnbarracks3,40879,Barracks,below_threshold,n/a,121.002190,35.147705,,,341,179,,,1.4,True,True,,M40ab_23a,,,"sole note in room M40ab_23a (60 px across), only note in it"
lev_m40ab,m40ab,55,lev40_mnelevator1,44300,Elevator Corridor,none,n/a,35.266537,91.215225,,,108,36,,,0.0,True,True,,M40ab_03a,,,names a transition but no exit matched it (2 in this module); centring it in a room would be wrong
lev_m40ab,m40ab,56,lev40_mnelevator2,44300,Elevator Corridor,none,n/a,35.154041,18.462326,,,107,222,,,0.0,True,True,,M40ab_04a,,,names a transition but no exit matched it (2 in this module); centring it in a room would be wrong
lev_m40ab,m40ab,57,lev40_mncentral1,44301,Central Corridor,none,n/a,75.144180,90.456879,,,216,38,,,0.0,True,True,,M40ab_03b,,,"on floor of M40ab_03b, too large to centre in (112 px across)"
lev_m40ab,m40ab,58,lev40_mncentral2,44301,Central Corridor,none,n/a,75.334351,19.095053,,,217,220,,,0.0,True,True,,M40ab_04b,,,"on floor of M40ab_04b, too large to centre in (82 px across)"
lev_m40ab,m40ab,59,lev40_mnbridge,44302,Bridge Corridor,room_centre,medium,114.811195,54.717049,118.892085,56.023132,324,129,335,126,11.4,True,True,True,M40ab_06b,False,,"sole note in room M40ab_06b (60 px across), only note in it"
lev_m40ac,m40ac,16,SW_MAPNOTE001,40105,Elevator,object,high,12.570417,154.499725,19.000000,155.000000,50,52,59,51,9.1,True,True,True,M40ac_29a,True,"lands in room M40ac_38a, vanilla was in M40ac_29a","names the door 'Elevator' (Door List), 9 px away, name match 1.00"
lev_m40ac,m40ac,17,SW_MAPNOTE001,40126,Hangar Control,room_centre,medium,124.939407,152.287247,124.997906,145.646725,200,55,200,63,8.0,True,True,True,M40ac_32a,False,,"sole note in room M40ac_32a (69 px across), only note in it"
lev_m40ac,m40ac,18,SW_MAPNOTE001,40127,To Hangar,transition,high,258.614594,154.814407,256.300961,152.878574,377,52,374,54,3.6,True,True,True,M40ac_34a,False,,"names door lev40_hangar -> ebo_m40ad (), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of M40ac_34a"
lev_m40ad,m40ad,6,SW_MAPNOTE001,40131,To Command Deck,transition,high,123.142723,77.153976,123.190532,74.524996,53,98,53,103,5.0,True,True,True,M40ad_20a,True,"lands in room M40ad_21a, vanilla was in M40ad_20a","names door lev40_stddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it"
lev_m40ad,m40ad,7,SW_MAPNOTE001,35404,Airlock,below_threshold,n/a,122.300545,96.241425,,,51,62,,,1.0,True,True,,M40ad_27a,,,"names the sound 'steam room airlock room' (SoundList), 1 px away, name match 1.00"
lev_m40ad,m40ad,8,SW_MAPNOTE001,35404,Airlock,object,high,184.523987,74.199738,184.471527,76.605011,181,104,181,99,5.0,True,True,True,M40ad_27a,False,,"names the sound 'steam room airlock room' (SoundList), 5 px away, name match 1.00"
lev_m40ad,m40ad,9,SW_MAPNOTE001,40131,To Command Deck,transition,high,153.587280,54.733006,154.706507,56.674998,117,141,119,137,4.5,True,True,True,M40ad_24a,False,,"names door lev40_cmddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it"
lev_m40ad,m40ad,10,SW_MAPNOTE001,34305,Bridge,none,n/a,267.560883,54.717133,,,355,141,,,0.0,True,True,,M40ad_25a,,,"on floor of M40ad_25a, too large to centre in (110 px across)"
liv_m99aa,m50aa,21,yav50_map,48569,To Ebon Hawk,transition,high,7.101915,-2.782331,7.208910,-4.972010,60,131,53,131,7.0,True,True,True,M50aa_01a,False,,"names door yavinarea -> ebo_m12aa (To Ebon Hawk), name match 1.00"
manm26aa,m26aa,15,SW_WAYPOINT001,35012,Ahto High Court,none,n/a,49.737206,-4.620861,,,190,210,,,0.0,True,True,,M26aa_14a,,,"on floor of M26aa_14a, too large to centre in (124 px across)"
manm26aa,m26aa,16,SW_WAYPOINT001,35013,Mercenary Enclave,room_centre,medium,-24.181437,29.148516,-16.802064,33.421320,279,29,291,47,21.6,True,True,True,M26aa_11a,False,,"sole note in room M26aa_11a (78 px across), only note in it"
manm26aa,m26aa,17,SW_WAYPOINT001,35014,To Ahto City Central,transition,medium,1.795118,43.597378,1.281819,46.041025,318,92,324,91,6.1,True,True,True,M26aa_10b,False,,"names door man26aa_door05 -> manm26ac (Manaan - West Central), name match 0.50; centred on its drawn transition line (11 px long) and set 4 px clear of it"
manm26aa,m26aa,38,SW_MAPNOTE001,43297,Holding Cell,door_room,low,28.186375,17.570738,22.024034,17.019003,249,157,248,142,15.0,True,True,True,M26aa_10c,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (M26aa_10c 98, M26aa_12a 147): which one the note names cannot be derived","marks a drawn green door line (11 px long); centred in the room it opens into, M26aa_10c (54 px across, vs M26aa_12a on the other side)"
manm26ab,m26ab,11,SW_WAYPOINT001,35033,Swoop Track Registration,room_centre,medium,-81.741325,34.887787,-82.555939,33.280227,225,231,228,232,3.2,True,True,True,M26ab_17a,False,,"sole note in room M26ab_17a (53 px across), only note in it"
manm26ab,m26ab,12,SW_WAYPOINT001,33405,General Shop,room_centre,medium,2.949697,20.857605,7.566640,20.961665,249,88,249,80,8.0,True,True,True,M26ab_16a,False,,"sole note in room M26ab_16a (38 px across), only note in it"
manm26ab,m26ab,13,SW_WAYPOINT001,35034,Sith Base,transition,high,44.994118,14.526221,47.845654,13.359441,260,17,262,12,5.4,True,True,True,M26ab_19a,False,,"names trigger to27a -> manm27aa (Manaan - Sith Base), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
manm26ab,m26ab,14,SW_WAYPOINT001,35035,To Ahto City East Central,transition,high,-51.343971,77.972519,-49.306520,77.630769,150,179,151,176,3.2,True,True,True,M26ab_15d,False,,"names door man26ab_door06 -> manm26ae (Manaan - East Central), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
manm26ac,m26ac,23,SW_WAYPOINT001,35054,To Docking Bay,transition,high,-58.660873,163.244064,-60.234486,165.474760,210,17,208,14,3.6,True,True,True,M26ac_04d,False,,"names door man26ac_to26ad -> manm26ad (Docking Bay), name match 1.00; centred on its drawn diagonal transition line (8 px long) and set 4 px clear of it"
manm26ac,m26ac,24,SW_WAYPOINT001,35055,Port Official,room_centre,medium,-38.201050,65.803467,-44.328605,65.485431,237,141,229,141,8.0,True,True,True,M26ac_04a,False,,"sole note in room M26ac_04a (29 px across), only note in it"
manm26ac,m26ac,25,SW_WAYPOINT001,35056,To Ahto West,below_threshold,n/a,-105.884109,25.295444,,,148,193,,,2.2,True,True,,M26ac_01d,,,"names door man26ac_to26aa -> manm26aa (Ahto West), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it"
manm26ac,m26ac,26,SW_WAYPOINT001,35035,To Ahto City East Central,transition,high,-7.043694,-1.613562,-2.404598,-0.955140,278,227,284,226,6.1,True,True,True,M26ac_01b,True,"lands in room M26ac_01c, vanilla was in M26ac_01b","names door man26ac_to26ae -> manm26ae (East Central), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
manm26ad,m26ad,51,SW_MAPNOTE001,33404,Ebon Hawk,transition,high,253.696838,177.679657,259.156250,175.559998,278,141,272,139,6.3,True,True,True,M26AD_01A,False,,"names trigger man26ad_to12aa -> ebo_m12aa (Ebon Hawk), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
manm26ad,m26ad,52,SW_MAPNOTE001,45134,Sith Hangar,below_threshold,n/a,337.582642,185.624878,,,186,150,,,2.0,True,True,,M26AD_03D,,,"marks a drawn green door line (8 px long); centred in the room it opens into, M26AD_03D (17 px across, vs M26AD_03B on the other side)"
manm26ad,m26ad,53,SW_MAPNOTE001,45135,Private Hangar,below_threshold,n/a,422.237640,172.185516,,,94,135,,,1.4,True,True,,M26AD_03C,,,"marks a drawn green door line (8 px long); centred in the room it opens into, M26AD_03C (19 px across, vs M26AD_03A on the other side)"
manm26ad,m26ad,54,SW_MAPNOTE001,19297,Manaan - West Central,below_threshold,n/a,340.134979,208.683319,,,184,175,,,0.0,True,True,,M26AD_03G,,,"names door man26ad_to26ac -> manm26ac (Manaan - West Central), name match 1.00; centred on its drawn transition line (7 px long) and set 4 px clear of it"
manm26ae,m26ae,69,SW_MAPNOTE001,40212,To West Central Courtyard,transition,high,10.083447,-1.142236,11.350980,-3.515108,137,220,139,224,4.5,True,True,True,M26ae_01c,False,,"names door man26ae_to26ac -> manm26ac (Manaan - West Central), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
manm26ae,m26ae,70,SW_MAPNOTE001,40213,Tyvark's Shop,room_centre,medium,13.157757,19.081623,19.178968,21.506394,142,189,152,186,10.4,True,True,True,M26ae_05a,False,,"sole note in room M26ae_05a (43 px across), only note in it"
manm26ae,m26ae,71,SW_MAPNOTE001,40214,To East Courtyard,transition,medium,107.231026,25.758583,112.323526,27.805755,295,179,303,176,8.5,True,True,True,M26ae_01d,False,,"names door man26ae_to26ab -> manm26ab (Manaan - Ahto East), name match 0.50; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
manm26ae,m26ae,72,SW_MAPNOTE001,35175,Visitor's Hotel,object,medium,12.695713,63.881256,22.356400,62.065102,141,121,157,123,16.1,True,True,True,M26ae_07a,True,"lands in room M26ae_06a, vanilla was in M26ae_07a","names the door ""Visitor's Hotel"" (Door List), 16 px away, name match 1.00"
manm26ae,m26ae,73,SW_MAPNOTE001,40215,Republic Enclave,room_centre,medium,79.437187,72.110748,74.930365,65.936901,250,108,242,118,12.8,True,True,True,M26ae_02a,False,,"sole note in room M26ae_02a (50 px across), only note in it"
manm27aa,m27aa,26,SW_MAPNOTE001,40265,Elevator to Ahto City,transition,medium,102.985878,35.733490,107.631088,36.820001,204,208,202,202,6.3,True,True,True,M27aa_01a,False,,"the only exit nearby is trigger to26b -> manm26ab (Manaan - West Central), 6 px away; matched on position, not name; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it"
manm27aa,m27aa,27,SW_MAPNOTE001,40266,Security Checkpoint,none,n/a,113.597633,35.592731,,,204,194,,,0.0,True,True,,M27aa_01a,,,"on floor of M27aa_01a, but 2 notes share that room"
manm27aa,m27aa,28,SW_MAPNOTE001,40267,Flow Control,door_room,medium,149.191086,-27.365700,150.250427,-38.152827,291,147,306,146,15.0,True,True,True,M27aa_11b,True,green-door rule: moved into the room through the door,"marks a drawn green door line (5 px long); centred in the room it opens into, M27aa_11b (36 px across, vs M27aa_11a on the other side)"
manm27aa,m27aa,29,SW_MAPNOTE001,40268,North Computer Room,below_threshold,n/a,208.381958,108.510025,,,102,69,,,1.0,True,True,,M27aa_10a,,,"marks a drawn green door line (5 px long); centred in the room it opens into, M27aa_10a (25 px across, the only room either side)"
manm27aa,m27aa,30,SW_MAPNOTE001,40269,Training Annex,below_threshold,n/a,227.133575,19.284187,,,226,44,,,0.0,True,True,,M27aa_19c,,,"sole note in room M27aa_19c (61 px across), only note in it"
manm27aa,m27aa,31,SW_MAPNOTE001,40270,Secondary Entrance,none,n/a,124.925415,1.820427,,,251,179,,,0.0,True,True,,M27aa_02d,,,names a transition but no exit matched it (1 in this module); centring it in a room would be wrong
manm27aa,m27aa,32,SW_MAPNOTE001,40271,Droid Repair,below_threshold,n/a,129.942993,65.678505,,,162,173,,,2.2,True,True,,M27aa_04a,,,"sole note in room M27aa_04a (30 px across), only note in it"
manm28aa,m28aa,28,SW_WAYPOINT001,35404,Airlock,none,n/a,135.762772,71.099365,,,209,214,,,0.0,True,True,,M28AA_12A,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28aa,m28aa,29,SW_WAYPOINT001,35404,Airlock,none,n/a,83.884262,68.871986,,,142,217,,,0.0,True,True,,M28AA_13A,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28aa,m28aa,30,SW_WAYPOINT001,35405,Envirosuit Storage,none,n/a,102.013832,108.972420,,,166,167,,,0.0,True,True,,M28AA_15A,,,"on floor of M28AA_15A, but 2 notes share that room"
manm28aa,m28aa,31,SW_WAYPOINT001,35404,Airlock,none,n/a,212.420776,81.299126,,,308,201,,,0.0,True,True,,M28AA_10A,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28aa,m28aa,37,SW_MAPNOTE001,35179,Submersible,room_centre,medium,131.426804,202.123413,123.864950,211.115789,204,51,194,39,15.6,True,True,True,M28AA_01A,False,,"sole note in room M28AA_01A (69 px across), only note in it"
manm28aa,m28aa,46,cs,45799,Central Storage Room,room_centre,medium,128.193558,104.324440,132.785928,106.002388,200,173,206,171,6.3,True,True,True,M28AA_07A,False,,"sole note in room M28AA_07A (40 px across), only note in it"
manm28aa,m28aa,47,ws,45820,West Storage Room,room_centre,medium,86.034355,112.369537,81.896181,111.342669,145,163,140,164,5.1,True,True,True,M28AA_14A,False,,"sole note in room M28AA_14A (43 px across), only note in it"
manm28aa,m28aa,48,ehb,45803,East Hallway B,none,n/a,188.420013,134.377518,,,277,135,,,0.0,True,True,,M28AA_02D,,,"on floor of M28AA_02D, too large to centre in (84 px across)"
manm28aa,m28aa,49,sh,45814,South Hallway,none,n/a,142.266998,86.964905,,,218,194,,,0.0,True,True,,M28AA_02G,,,"on floor of M28AA_02G, too large to centre in (119 px across)"
manm28aa,m28aa,50,sc,45811,Security Room,below_threshold,n/a,102.175949,125.469696,,,166,146,,,0.0,True,True,,M28AA_08A,,,"marks a drawn green door line (8 px long); centred in the room it opens into, M28AA_08A (28 px across, the only room either side)"
manm28aa,m28aa,51,en,45805,Environment Suit Containment,none,n/a,101.862564,109.531792,,,166,166,,,0.0,True,True,,M28AA_15A,,,"on floor of M28AA_15A, but 2 notes share that room"
manm28aa,m28aa,52,sco,41774,Security Computer,none,n/a,210.804352,174.733337,,,306,85,,,0.0,True,True,,M28AA_02C,,,"on floor of M28AA_02C, but 2 notes share that room"
manm28aa,m28aa,61,SW_WAYPOINT001,35403,Security Control,none,n/a,210.951538,175.023895,,,307,85,,,0.0,True,True,,M28AA_02C,,,"on floor of M28AA_02C, but 2 notes share that room"
manm28ab,m28ab,16,SW_WAYPOINT001,35408,To Hrakert Station,none,n/a,127.490364,98.838905,,,174,45,,,0.0,True,True,,m28ab_07a,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ab,m28ab,17,SW_WAYPOINT001,35408,To Hrakert Station,none,n/a,177.124878,98.714066,,,240,45,,,0.0,True,True,,m28ab_10a,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ab,m28ab,18,SW_WAYPOINT001,35404,Airlock,none,n/a,254.489517,60.035263,,,345,94,,,0.0,True,True,,m28ab_20a,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ab,m28ab,19,SW_WAYPOINT001,35404,Airlock,none,n/a,267.944214,20.115461,,,363,144,,,0.0,True,True,,m28ab_20a,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ac,m28ac,3,SW_WAYPOINT001,35404,Airlock,none,n/a,216.145416,76.041847,,,258,45,,,0.0,True,True,,M28AC_22C,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ac,m28ac,4,SW_WAYPOINT001,35421,To Sea Floor,none,n/a,259.367706,109.867523,,,165,113,,,0.0,True,True,,M28AC_22A,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ac,m28ac,5,SW_WAYPOINT001,35421,To Sea Floor,none,n/a,233.439148,145.977463,,,221,186,,,0.0,True,True,,M28AC_23A,,,names a transition but no exit matched it (0 in this module); centring it in a room would be wrong
manm28ad,m28ad,3,SW_WAYPOINT001,35425,To Kolto Control,none,n/a,82.108551,94.543755,,,139,169,,,0.0,True,True,,m28ad_01a,,,names a transition but no exit matched it (1 in this module); centring it in a room would be wrong
manm28ad,m28ad,4,SW_WAYPOINT001,35408,To Hrakert Station,below_threshold,n/a,73.884445,119.856239,,,128,142,,,1.4,True,True,,m28ad_01a,,,"the only exit nearby is door ManaanDoor2 -> manm28aa (), 2 px away; matched on position, not name; centred on its drawn transition line (5 px long) and set 4 px clear of it"
manm28ad,m28ad,5,SW_WAYPOINT001,33475,Star Map,none,n/a,195.101562,106.972412,,,300,156,,,0.0,True,True,,m28ad_01a,,,"on floor of m28ad_01a, but 4 notes share that room"
manm28ad,m28ad,6,SW_WAYPOINT001,35426,Kolto Control Panel,none,n/a,126.162239,107.820091,,,202,155,,,0.0,True,True,,m28ad_01a,,,"on floor of m28ad_01a, but 4 notes share that room"
sta_m45aa,m45aa,11,k45a_map_elevato,35471,To Elevator,below_threshold,n/a,98.095100,151.266800,,,264,67,,,1.4,True,True,,M45aa_02a,,,"names the door 'Elevator Door' (Door List), 1 px away, name match 1.00"
sta_m45aa,m45aa,22,k45a_map_east,40316,To East Exit,below_threshold,n/a,152.890366,-80.146492,,,308,238,,,2.2,True,True,,M45aa_05a,,,"names door sta45a_east_45b -> sta_m45ab (Star Forge - Deck 2), name match 0.50; centred on its drawn transition line (4 px long) and set 4 px clear of it; pulled 3 px onto walkable floor of M45aa_05a"
sta_m45aa,m45aa,23,k45a_map_west,40318,To West Exit,below_threshold,n/a,-15.942015,-79.843979,,,173,238,,,1.0,True,True,,M45aa_05f,,,"names door sta45a_west_45b -> sta_m45ab (Star Forge - Deck 2), name match 0.50"
sta_m45aa,m45aa,24,k45_map_ebonhawk,34556,To Ebon Hawk,transition,high,65.308899,177.247070,71.754412,180.652631,238,48,243,45,5.8,True,True,True,M45aa_02a,False,,"names trigger k45_trg_ebonhawk -> ebo_m12aa (Star Forge - Ebon Hawk), name match 1.00; pulled 3 px onto walkable floor of M45aa_02a"
sta_m45ab,m45ab,3,k45b_map_elevato,35471,To Elevator,transition,medium,-1.502640,-192.767212,0.085106,-191.829016,100,188,103,186,3.6,True,True,True,M45ab_07b,False,,"the only exit nearby is door sta45b_sta45c -> sta_m45ac (Star Forge - Command Center), 5 px away; matched on position, not name; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it; pulled 4 px onto walkable floor of M45ab_07b"
sta_m45ab,m45ab,6,k45b_map_east,40316,To East Exit,transition,medium,152.888184,-110.401398,153.787234,-108.678756,359,53,361,50,3.6,True,True,True,M45ab_05a,False,,"names door sta45b_east_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50; centred on its drawn diagonal door line (8 px long) and set 4 px clear of it"
sta_m45ab,m45ab,7,k45b_map_west,40318,To West Exit,below_threshold,n/a,-16.061001,-110.039078,,,76,52,,,1.0,True,True,,M45ab_05f,,,"names door sta45b_west_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50; centred on its drawn door line (8 px long) and set 4 px clear of it"
sta_m45ab,m45ab,25,SW_MAPNOTE001,47876,Computer Room,below_threshold,n/a,142.518234,-178.620300,,,342,164,,,1.0,True,True,,M45ab_07e,,,"sole note in room M45ab_07e (39 px across), only note in it"
sta_m45ac,m45ac,9,k45c_map_west,35473,To West Elevator,below_threshold,n/a,-1.492493,-193.331741,,,99,61,,,2.0,True,True,,M45ac_02c,,,"the only exit nearby is door sta45c_sta45b -> sta_m45ab (Star Forge - Deck 2), 3 px away; matched on position, not name; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it; pulled 2 px onto walkable floor of M45ac_02c"
sta_m45ac,m45ac,10,k45c_map_east,35469,To East Elevator,below_threshold,n/a,116.849884,1.166901,,,298,181,,,1.4,True,True,,M45ac_07b,,,"the only exit nearby is door sta45c_sta45d -> sta_m45ad (Star Forge - Factory), 2 px away; matched on position, not name; centred on its drawn diagonal transition line (3 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of M45ac_07b"
sta_m45ad,m45ad,3,k45d_map_command,35596,To Command Center,transition,high,202.189667,308.137177,201.734039,310.453125,222,59,221,54,5.1,True,True,True,M45ad_01b,False,,"names door sta45d_sta45c -> sta_m45ac (Star Forge - Command Center), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
sta_m45ad,m45ad,4,k45d_map_elevato,35471,To Elevator,none,n/a,238.391953,293.665527,,,300,88,,,0.0,True,True,,M45ad_03b,,,names a transition but no exit matched it (1 in this module); centring it in a room would be wrong
tar_m02aa,m02aa,19,SW_MAPNOTE001,40479,To Your Apartment,transition,medium,91.979782,134.415771,91.437990,132.837870,178,50,176,55,5.4,True,True,True,M02aa_09a,False,,"the only exit nearby is door tar02_aprtdoor -> tar_m02af (Taris - Hideout), 4 px away; matched on position, not name; centred on its drawn diagonal transition line (11 px long) and set 4 px clear of it"
tar_m02aa,m02aa,20,SW_MAPNOTE001,40480,To Upper City,below_threshold,n/a,112.608154,83.342834,,,244,206,,,1.0,True,True,,M02aa_09f,,,"names door ptar_stnddr -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m02aa,m02aa,21,SW_MAPNOTE001,40481,Dia's Apartment,room_centre,medium,76.240036,111.862152,75.061276,112.179113,127,119,123,118,4.1,True,True,True,M02aa_04a,False,,"sole note in room M02aa_04a (58 px across), only note in it"
tar_m02ab,m02ab,33,SW_MAPNOTE001,40495,Droids by Janice,door_room,medium,112.441872,67.595543,108.614865,63.098981,164,204,158,209,7.8,True,True,True,M02ab_01b,True,green-door rule: moved into the room through the door,"marks a drawn green door line (20 px long); centred in the room it opens into, M02ab_01b (42 px across, vs M02ab_02g on the other side)"
tar_m02ab,m02ab,34,SW_MAPNOTE001,40496,To Lower City,transition,high,121.879738,130.896942,127.589744,132.642725,176,126,184,124,8.2,True,True,True,M02ab_96c,False,,"names door tar02_lowdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (9 px long) and set 4 px clear of it"
tar_m02ab,m02ab,35,SW_MAPNOTE001,40497,To Sith Base,transition,high,112.574913,220.190933,114.205128,224.994537,164,17,166,11,6.3,True,True,True,m02ab_01a,False,,"names door tar02_sithdoor -> tar_m09aa (Taris - Sith Base), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m02ab,m02ab,36,SW_MAPNOTE001,40498,To Apartments,below_threshold,n/a,221.417068,139.311874,,,310,116,,,2.2,True,True,,M02ab_01h,,,"names door tar02_door02ad -> tar_m02ad (Taris - North Apartments), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
tar_m02ab,m02ab,37,SW_MAPNOTE001,40499,To Upper City South,transition,high,222.349747,63.966072,222.025641,58.270912,311,208,311,215,7.0,True,True,True,M02ab_02e,True,"lands in room M02ab_01c, vanilla was in M02ab_02e","names door UpperSouth -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it"
tar_m02ab,m02ab,38,tar_party,40500,To Sith Party,none,n/a,221.196594,141.369522,,,310,113,,,0.0,True,True,,M02ab_01h,,,names a transition but no exit matched it (4 in this module); centring it in a room would be wrong
tar_m02ac,m02ac,39,SW_MAPNOTE001,40480,To Upper City,below_threshold,n/a,186.984940,112.309097,,,251,87,,,1.0,True,True,,M02ac_02e,,,"names door UpperNorth -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
tar_m02ac,m02ac,40,SW_MAPNOTE001,40504,Clinic,door_room,medium,187.726273,75.578369,184.425592,67.002185,252,132,248,142,10.8,True,True,True,M02ac_02g,True,green-door rule: moved into the room through the door,"marks a drawn green door line (11 px long); centred in the room it opens into, M02ac_02g (35 px across, vs M02ac_02e on the other side)"
