module,area,north_axis,index,tag,strref,name,world_x,world_y,px,py,drawn,dist_to_object,black_frac,luminance
sta_m45ab,m45ab,0,3,k45b_map_elevato,35471,To Elevator,-1.5026397705078125,-192.7672119140625,100,188,True,1.0,0.16,50.64
sta_m45ab,m45ab,0,6,k45b_map_east,40316,To East Exit,152.88818359375,-110.40139770507812,359,53,True,1.0,0.0,179.93333333333334
sta_m45ab,m45ab,0,7,k45b_map_west,40318,To West Exit,-16.06100082397461,-110.03907775878906,76,52,True,0.0,0.0,178.61333333333334
sta_m45ab,m45ab,0,25,SW_MAPNOTE001,47876,Computer Room,142.5182342529297,-178.62030029296875,342,164,True,6.324555320336759,0.0,164.42666666666668
sta_m45ac,m45ac,3,9,k45c_map_west,35473,To West Elevator,-1.49249267578125,-193.3317413330078,99,61,True,0.0,0.0,113.24
sta_m45ac,m45ac,3,10,k45c_map_east,35469,To East Elevator,116.84988403320312,1.166900634765625,298,181,True,1.4142135623730951,0.04,126.45333333333333
sta_m45ad,m45ad,0,3,k45d_map_command,35596,To Command Center,202.18966674804688,308.1371765136719,222,59,True,1.0,0.0,119.2
sta_m45ad,m45ad,0,4,k45d_map_elevato,35471,To Elevator,238.39195251464844,293.66552734375,300,88,True,3.605551275463989,0.04,139.89333333333335
tar_m02aa,m02aa,0,19,SW_MAPNOTE001,40479,To Your Apartment,91.97978210449219,134.415771484375,178,50,True,3.605551275463989,0.0,140.04
tar_m02aa,m02aa,0,20,SW_MAPNOTE001,40480,To Upper City,112.608154296875,83.34283447265625,244,206,True,2.0,0.0,140.02666666666667
tar_m02aa,m02aa,0,21,SW_MAPNOTE001,40481,Dia's Apartment,76.24003601074219,111.86215209960938,127,119,True,12.36931687685298,0.0,140.85333333333332
tar_m02ab,m02ab,0,33,SW_MAPNOTE001,40495,Droids by Janice,112.4418716430664,67.59554290771484,164,204,True,6.0,0.0,137.90666666666667
tar_m02ab,m02ab,0,34,SW_MAPNOTE001,40496,To Lower City,121.8797378540039,130.89694213867188,176,126,True,2.23606797749979,0.0,89.6
tar_m02ab,m02ab,0,35,SW_MAPNOTE001,40497,To Sith Base,112.57491302490234,220.19093322753906,164,17,True,5.0,0.0,119.48
tar_m02ab,m02ab,0,36,SW_MAPNOTE001,40498,To Apartments,221.4170684814453,139.31187438964844,310,116,True,0.0,0.0,87.96
tar_m02ab,m02ab,0,37,SW_MAPNOTE001,40499,To Upper City South,222.34974670410156,63.96607208251953,311,208,True,1.0,0.0,120.73333333333333
tar_m02ab,m02ab,0,38,tar_party,40500,To Sith Party,221.19659423828125,141.36952209472656,310,113,True,2.0,0.0,84.94666666666667
tar_m02ac,m02ac,0,39,SW_MAPNOTE001,40480,To Upper City,186.9849395751953,112.30909729003906,251,87,True,1.4142135623730951,0.0,126.04
tar_m02ac,m02ac,0,40,SW_MAPNOTE001,40504,Clinic,187.7262725830078,75.578369140625,252,132,True,5.0,0.0,146.64
tar_m02ac,m02ac,0,41,SW_MAPNOTE001,40505,Equipment Emporium,76.24351501464844,67.38311767578125,109,142,True,5.0990195135927845,0.0,117.62666666666667
tar_m02ac,m02ac,0,42,SW_MAPNOTE001,40506,To Upper City Cantina,90.117431640625,28.042831420898438,126,190,True,2.23606797749979,0.0,102.42666666666666
tar_m02ac,m02ac,0,50,SW_MAPNOTE001,40498,To Apartments,90.13796997070312,121.79166412353516,126,75,True,0.0,0.0,117.69333333333333
tar_m02ad,m02ad,0,20,SW_MAPNOTE001,40480,To Upper City,112.23136901855469,84.37623596191406,213,204,True,1.4142135623730951,0.0,131.46666666666667
tar_m02ad,m02ad,0,21,SW_MAPNOTE001,40514,Largo's Apartment,137.34815979003906,87.22875213623047,292,195,True,1.4142135623730951,0.0,116.24
tar_m02ad,m02ad,0,26,tar02_mnyuns,40515,Yun's Apartment,135.8332061767578,135.2713165283203,288,52,True,7.0710678118654755,0.0,113.89333333333333
tar_m02ad,m02ad,0,27,tar02_mnsarnas,40516,Sarna's Apartment,80.20565795898438,112.16649627685547,112,121,True,8.06225774829855,0.0,109.13333333333334
tar_m02ae,m02ae,0,27,SW_MAPNOTE001,40480,To Upper City,139.14633178710938,109.57791137695312,197,125,True,1.4142135623730951,0.0,147.94666666666666
tar_m02ae,m02ae,0,29,SW_MAPNOTE001,40531,Dueling Arena,207.6271514892578,99.7616958618164,393,151,True,5.0990195135927845,0.0,157.50666666666666
tar_m02ae,m02ae,0,40,SW_MAPNOTE001,45989,Duel Organizer,109.89823150634766,92.3658676147461,114,170,True,2.23606797749979,0.0,145.77333333333334
tar_m02af,m02af,0,8,SW_MAPNOTE001,40564,To Apartment Complex,89.35391235351562,135.57742309570312,240,159,True,9.486832980505138,0.0,159.33333333333334
tar_m03aa,m03aa,0,16,SW_MAPNOTE001,40570,To Black Vulkar Base,458.987060546875,148.93875122070312,366,156,True,1.0,0.0,134.54666666666665
tar_m03aa,m03aa,0,17,SW_MAPNOTE001,40480,To Upper City,403.21875,137.22410583496094,305,167,True,1.0,0.0,119.90666666666667
tar_m03aa,m03aa,0,18,SW_MAPNOTE001,40498,To Apartments,403.03460693359375,161.6188507080078,305,143,True,0.0,0.0,164.54666666666665
tar_m03aa,m03aa,0,19,SW_MAPNOTE001,40571,To Javyar's Cantina,352.1463623046875,173.16806030273438,250,132,True,2.0,0.08,145.72
tar_m03aa,m03aa,0,20,SW_MAPNOTE001,40572,To Hidden Bek Base,357.5002136230469,196.97254943847656,256,109,True,1.0,0.0,133.57333333333332
tar_m03aa,m03aa,0,21,SW_MAPNOTE001,40498,To Apartments,306.9795227050781,210.32118225097656,201,96,True,1.0,0.0,110.6
tar_m03aa,m03aa,0,22,SW_MAPNOTE001,40573,To Undercity,194.2425994873047,220.53775024414062,79,86,True,1.4142135623730951,0.6,76.05333333333333
tar_m03ab,m03ab,0,21,SW_MAPNOTE001,40496,To Lower City,112.46792602539062,83.52394104003906,221,203,True,2.23606797749979,0.0,111.68
tar_m03ab,m03ab,0,22,SW_MAPNOTE001,40616,Selven's Apartment,135.84048461914062,135.50796508789062,293,52,True,8.0,0.0,103.72
tar_m03ad,m03ad,0,26,SW_MAPNOTE001,40496,To Lower City,112.65486907958984,83.66441345214844,225,203,True,0.0,0.0,117.76
tar_m03ad,m03ad,0,27,SW_MAPNOTE001,40632,Matrik's Apartment,136.94651794433594,88.3725814819336,299,190,True,2.0,0.0,111.09333333333333
tar_m03ae,m03ae,0,11,SW_MAPNOTE001,40496,To Lower City,139.23519897460938,109.62935638427734,298,116,True,1.0,0.0,110.32
tar_m03ae,m03ae,0,12,SW_MAPNOTE001,40752,Bounty Office,109.81934356689453,85.5862808227539,198,195,True,15.620499351813308,0.0,123.92
tar_m03af,m03af,0,15,SW_MAPNOTE001,40766,Race Announcer,223.5872344970703,219.7509307861328,210,120,True,2.23606797749979,0.0,147.30666666666667
tar_m04aa,m04aa,0,54,SW_MAPNOTE001,40496,To Lower City,183.91542053222656,166.90509033203125,156,143,True,0.0,0.0,97.88
tar_m04aa,m04aa,0,55,SW_MAPNOTE001,40802,Village Gate,249.85211181640625,202.24794006347656,232,104,True,2.23606797749979,0.0,130.42666666666668
tar_m04aa,m04aa,0,56,SW_MAPNOTE001,40803,Escape Pod,322.3500061035156,248.81881713867188,315,54,True,7.0710678118654755,0.0,132.78666666666666
tar_m04aa,m04aa,0,57,SW_MAPNOTE001,40804,To Sewers,239.24842834472656,257.8319396972656,220,44,True,3.0,0.0,114.4
tar_m04aa,m04aa,0,58,SW_MAPNOTE001,40804,To Sewers,285.86944580078125,115.89387512207031,273,198,True,1.0,0.12,42.653333333333336
tar_m04aa,m04aa,0,83,SW_MAPNOTE001,46018,Rukil's Tent,207.0143585205078,146.4198455810547,183,165,True,1.0,0.0,100.36
tar_m04aa,m04aa,0,84,SW_MAPNOTE001,46019,Gendar's Tent,208.83160400390625,137.50405883789062,185,175,True,1.0,0.0,120.97333333333333
tar_m04aa,m04aa,0,85,SW_MAPNOTE001,46020,Igear's Bazaar,229.53329467773438,181.2271270751953,209,127,True,1.0,0.0,119.81333333333333
tar_m05aa,m05aa,2,11,SW_MAPNOTE001,40812,Gamorrean Compound,240.92431640625,176.3727569580078,192,124,True,4.0,0.0,89.70666666666666
tar_m05aa,m05aa,2,12,SW_MAPNOTE001,40813,Force Field,280.0925598144531,131.97589111328125,248,74,True,2.23606797749979,0.0,137.85333333333332
tar_m05aa,m05aa,2,25,mn_undercity,40573,To Undercity,294.2607421875,185.55618286132812,180,56,True,1.0,0.0,161.24
tar_m05aa,m05aa,2,26,mn_undercity,40573,To Undercity,290.6107482910156,94.48347473144531,295,61,True,2.0,0.0,160.34666666666666
tar_m05ab,m05ab,0,18,SW_MAPNOTE001,40815,To Lower Sewers,70.24174499511719,369.6318359375,59,104,True,3.1622776601683795,0.0,151.34666666666666
tar_m05ab,m05ab,0,19,SW_MAPNOTE001,40570,To Black Vulkar Base,286.4991760253906,310.1815185546875,399,192,True,1.0,0.0,139.57333333333332
tar_m08aa,m08aa,0,38,mapnote,40819,Throne Room,59.295127868652344,104.26881408691406,183,91,True,4.242640687119285,0.0,130.86666666666667
tar_m08aa,m08aa,0,39,SW_MAPNOTE001,40820,Hangar,61.84373092651367,48.611610412597656,188,187,True,1.0,0.0,63.10666666666667
tar_m08aa,m08aa,0,56,tar08_mnbarracks1,40879,Barracks,28.48628044128418,86.37447357177734,127,122,True,8.602325267042627,0.0,137.69333333333333
tar_m08aa,m08aa,0,57,tar08_mnbarracks2,40879,Barracks,26.5595760345459,121.11943054199219,124,63,True,3.0,0.0,146.94666666666666
tar_m08aa,m08aa,0,58,tar08_mnbarracks3,40879,Barracks,67.3983383178711,131.27227783203125,198,45,True,2.8284271247461903,0.0,138.14666666666668
tar_m08aa,m08aa,0,59,tar08_mnbarracks4,40879,Barracks,86.31151580810547,135.1076202392578,233,39,True,3.0,0.0,153.81333333333333
tar_m08aa,m08aa,0,60,tar08_mnlab,46151,Spice Lab,17.725292205810547,105.31389617919922,108,90,True,2.0,0.08,138.61333333333334
tar_m08aa,m08aa,0,62,tar08_mntorture,46152,"""Guest"" Room",48.40494155883789,145.69183349609375,164,21,True,4.47213595499958,0.0,124.37333333333333
tar_m09aa,m09aa,0,11,SW_MAPNOTE001,40480,To Upper City,0.7283385396003723,-21.076152801513672,248,229,True,8.0,0.0,97.58666666666667
tar_m09aa,m09aa,0,12,tar09_mncontrol,46381,Control Center,-50.25029373168945,17.608701705932617,81,107,True,5.0990195135927845,0.0,117.13333333333334
tar_m09aa,m09aa,0,15,tar09_mnbarracks1,40879,Barracks,-24.593172073364258,10.781734466552734,165,129,True,12.041594578792296,0.0,148.42666666666668
tar_m09aa,m09aa,0,16,tar09_mnarmory,40113,Armory,-33.848670959472656,-11.678845405578613,135,200,True,12.529964086141668,0.0,133.65333333333334
tar_m09aa,m09aa,0,17,tar09_mnreception,46382,Reception,0.7709144949913025,-12.569772720336914,248,202,True,4.0,0.0,110.86666666666666
tar_m09aa,m09aa,0,18,tar09_mnmedical,44175,Medical,-8.900030136108398,9.404831886291504,217,133,True,10.63014581273465,0.0,143.4
tar_m09aa,m09aa,0,19,tar09_mnbarracks2,40879,Barracks,26.86073112487793,11.322446823120117,334,127,True,8.48528137423857,0.0,157.24
tar_m09aa,m09aa,0,20,tar09_mnelevator,40105,Elevator,36.680110931396484,-8.247711181640625,366,189,True,2.0,0.0,126.45333333333333
tar_m09ab,m09ab,0,0,SW_MAPNOTE001,40497,To Sith Base,66.56257629394531,-10.753230094909668,200,202,True,9.0,0.0,108.61333333333333
tar_m10aa,m10aa,0,30,SW_MAPNOTE001,40804,To Sewers,196.09495544433594,142.45755004882812,334,21,True,1.0,0.0,184.2
tar_m10aa,m10aa,0,31,SW_MAPNOTE001,40496,To Lower City,153.35543823242188,69.28993225097656,228,189,True,7.0,0.0,176.46666666666667
tar_m10aa,m10aa,0,32,SW_MAPNOTE001,40877,To Garage,137.74363708496094,138.3551788330078,189,30,True,4.0,0.0,138.46666666666667
tar_m10aa,m10aa,0,33,SW_MAPNOTE001,40878,Garage Security,157.82302856445312,134.67352294921875,239,39,True,6.0,0.0,170.68
tar_m10aa,m10aa,0,39,tar10_mnarmory,40113,Armory,153.173095703125,89.86682891845703,227,142,True,11.045361017187261,0.0,158.42666666666668
tar_m10aa,m10aa,0,40,tar10_mnbarracks,40879,Barracks,105.17666625976562,94.15536499023438,108,132,True,2.23606797749979,0.0,163.70666666666668
tar_m10aa,m10aa,0,41,tar10_mnpool,46432,Pool,102.74561309814453,128.88943481445312,102,52,True,1.0,0.0,189.50666666666666
tar_m10aa,m10aa,0,42,tar10_mnrecroom,46433,Rec Room,185.31231689453125,99.66073608398438,307,119,True,2.23606797749979,0.0,170.89333333333335
tar_m10aa,m10aa,0,43,tar10_mncontrol,46434,Control Room,130.86984252929688,84.79124450683594,172,153,True,9.433981132056603,0.0,165.48
tar_m10aa,m10aa,0,44,tar10_mnelevator,46435,Garage Elevator,145.1177215576172,134.68955993652344,208,39,True,19.4164878389476,0.0,196.52
tar_m10ac,m10ac,0,24,SW_MAPNOTE001,40895,To Main Base,65.44609069824219,94.5281982421875,185,63,True,1.0,0.0,201.16
tar_m10ac,m10ac,0,43,tar10_mngarage,46479,Garage,82.56890106201172,83.15066528320312,239,97,True,4.242640687119285,0.0,154.85333333333332
tar_m10ac,m10ac,0,44,tar10_mnloading,46480,Loading Bay,111.21269989013672,81.17756652832031,328,103,True,22.02271554554524,0.0,205.37333333333333
tar_m10ac,m10ac,0,45,tar10_mnlab,46481,Engine Lab,105.97854614257812,58.39745330810547,312,171,True,9.433981132056603,0.0,165.76
tar_m10ac,m10ac,0,46,tar10_mnoffice,46482,Office,48.98029708862305,103.97456359863281,133,35,True,11.0,0.0,185.46666666666667
tar_m11aa,m11aa,0,23,SW_MAPNOTE001,40496,To Lower City,70.76203918457031,29.588823318481445,212,220,True,1.0,0.0,122.94666666666667
tar_m11aa,m11aa,0,26,tar11_mnhall,46552,Main Hall,71.03390502929688,64.0273666381836,213,139,True,4.0,0.0,150.48
tar_m11aa,m11aa,0,27,tar11_mnbar,46553,Bar,31.560394287109375,78.6446762084961,117,105,True,7.0710678118654755,0.0,150.02666666666667
tar_m11aa,m11aa,0,28,tar11_mnbarracks,40879,Barracks,47.787559509277344,100.37504577636719,156,53,True,12.529964086141668,0.0,181.37333333333333
tar_m11aa,m11aa,0,29,tar11_mnelevator,40105,Elevator,70.42192077636719,103.84761047363281,211,45,True,3.0,0.0,145.78666666666666
tar_m11ab,m11ab,0,1,SW_MAPNOTE001,40895,To Main Base,23.102399826049805,28.98965835571289,215,86,True,4.0,0.0,115.22666666666667
tat_m17aa,m17aa,0,41,SW_MAPNOTE001,41005,Spaceport,94.1650619506836,146.87094116210938,106,50,True,2.23606797749979,0.0,135.45333333333335
tat_m17aa,m17aa,0,42,SW_MAPNOTE001,41006,Hunting Lodge,124.8823013305664,128.98854064941406,156,78,True,2.0,0.0,130.61333333333334
tat_m17aa,m17aa,0,43,SW_MAPNOTE001,41007,Czerka Office,131.15599060058594,106.94819641113281,166,112,True,2.23606797749979,0.16,106.26666666666667
tat_m17aa,m17aa,0,44,SW_MAPNOTE001,41008,Swoop Registration,142.23147583007812,66.73956298828125,184,176,True,2.23606797749979,0.0,123.01333333333334
tat_m17aa,m17aa,0,45,SW_MAPNOTE001,34552,Cantina,209.6690216064453,66.31884002685547,294,176,True,1.0,0.0,113.8
tat_m17aa,m17aa,0,46,SW_MAPNOTE001,33406,Droid Shop,226.98878479003906,141.56253051757812,323,58,True,2.23606797749979,0.0,137.66666666666666
tat_m17aa,m17aa,0,47,SW_MAPNOTE001,41009,To the Dune Sea,265.40155029296875,119.21162414550781,386,93,True,2.8284271247461903,1.0,2.76
tat_m17ab,m17ab,0,15,SW_MAPNOTE001,33404,Ebon Hawk,-3.0736701488494873,-11.082098007202148,201,129,True,6.082762530298219,0.0,119.96
tat_m17ab,m17ab,0,16,SW_MAPNOTE001,33461,Exit,7.468040466308594,-42.78533172607422,240,238,True,5.830951894845301,0.0,79.58666666666667
tat_m17ac,m17ac,0,1,SW_MAPNOTE001,33461,Exit,6.876740455627441,4.333421230316162,279,85,True,8.0,0.0,94.42666666666666
tat_m17ad,m17ad,0,2,SW_MAPNOTE001,33461,Exit,6.538286209106445,4.536559104919434,275,84,True,7.0710678118654755,0.0,180.05333333333334
tat_m17ae,m17ae,0,2,SW_MAPNOTE001,33461,Exit,6.393695831298828,4.757137775421143,305,74,True,8.06225774829855,0.0,141.68
tat_m17af,m17af,0,3,SW_MAPNOTE001,33461,Exit,5.983588695526123,4.719841957092285,272,77,True,12.36931687685298,0.0,101.41333333333333
tat_m17ag,m17ae,0,3,SW_MAPNOTE001,33461,Exit,6.445734977722168,4.762975692749023,305,74,True,12.0,0.0,141.68
tat_m18aa,m18aa,0,61,SW_MAPNOTE001,41147,To Anchorhead,37.091285705566406,368.32354736328125,111,29,True,1.0,0.0,136.49333333333334
tat_m18aa,m18aa,0,62,SW_MAPNOTE001,41148,Sandcrawler,195.43804931640625,173.3105926513672,210,146,True,1.4142135623730951,0.0,169.30666666666667
tat_m18aa,m18aa,0,63,SW_MAPNOTE001,41149,Accident Site,281.3615417480469,140.51113891601562,264,166,True,3.0,0.0,217.0
tat_m18aa,m18aa,0,64,SW_MAPNOTE001,41150,To the Sand People Territory,275.5924072265625,63.42737579345703,260,213,True,2.23606797749979,0.0,113.97333333333333
tat_m18aa,m18aa,0,65,SW_MAPNOTE001,41151,To the Eastern Dune Sea,341.576904296875,146.57777404785156,301,162,True,1.4142135623730951,0.0,180.26666666666668
tat_m18ab,m18ab,0,49,SW_MAPNOTE001,41009,To the Dune Sea,116.061767578125,300.0733337402344,163,43,True,0.0,0.0,216.92
tat_m18ab,m18ab,0,50,SW_MAPNOTE001,41151,To the Eastern Dune Sea,311.3306884765625,321.56915283203125,294,29,True,1.0,0.0,221.82666666666665
tat_m18ab,m18ab,0,51,SW_MAPNOTE001,41155,Sand People Enclave,156.1122589111328,22.829795837402344,190,224,True,1.0,0.0,85.65333333333334
tat_m18ac,m18ac,0,0,tat18_wp_starmap,40066,Star Map,378.09130859375,341.106689453125,431,-31,False,1.0,,
tat_m18ac,m18ac,0,81,SW_MAPNOTE001,41150,To the Sand People Territory,118.37065124511719,125.18865966796875,141,192,True,1.0,0.0,215.53333333333333
tat_m18ac,m18ac,0,82,SW_MAPNOTE001,41009,To the Dune Sea,88.73146057128906,236.91439819335938,108,76,True,0.0,0.0,171.97333333333333
tat_m18ac,m18ac,0,83,SW_MAPNOTE001,41239,Krayt Dragon Cave,315.4708251953125,297.76129150390625,361,13,True,0.0,0.0,221.10666666666665
tat_m20aa,m20aa,0,15,SW_MAPNOTE001,33461,Exit,-28.258569717407227,66.44717407226562,68,126,True,2.8284271247461903,0.0,148.93333333333334
tat_m20aa,m20aa,0,16,SW_MAPNOTE001,41258,Chieftain's Room,13.040528297424316,63.859519958496094,261,138,True,4.47213595499958,0.0,138.74666666666667
tat_m20aa,m20aa,0,17,SW_MAPNOTE001,41259,Captives,34.23257827758789,66.6014633178711,359,125,True,17.26267650163207,0.0,156.73333333333332
unk_m41aa,m41aa,0,21,ebonhawk,33404,Ebon Hawk,86.21897888183594,140.5276336669922,244,147,True,1.0,0.0,122.45333333333333
unk_m41aa,m41aa,0,22,northbeach,41306,To North Beach,146.7012939453125,239.6039581298828,316,37,True,3.1622776601683795,0.0,139.22666666666666
unk_m41aa,m41aa,0,23,temple,41326,To Temple,161.5283203125,126.16063690185547,334,163,True,1.4142135623730951,0.04,148.36
unk_m41ab,m41ab,0,2,centralbeach,41337,To Central Beach,186.382080078125,136.53936767578125,321,131,True,4.123105625617661,0.0,116.09333333333333
unk_m41ab,m41ab,0,3,redrakatan,46873,Red Settlement,51.40081787109375,99.37063598632812,126,182,True,7.211102550927978,0.0,45.93333333333333
unk_m41ac,m41ac,0,18,centralbeach,41337,To Central Beach,160.28004455566406,96.26358032226562,192,195,True,4.123105625617661,0.0,144.70666666666668
unk_m41ac,m41ac,0,19,blackrakata,41362,To Rakatan Settlement,195.28005981445312,198.238525390625,235,76,True,2.8284271247461903,0.0,135.64
unk_m41ad,m41ad,0,8,centralbeach,41337,To Central Beach,162.59103393554688,129.70547485351562,141,98,True,2.0,0.0,129.32
unk_m41ad,m41ad,0,9,southbeach,41714,To South Beach,191.94056701660156,61.63182067871094,182,184,True,3.1622776601683795,0.0,113.44
unk_m41ad,m41ad,0,10,temple,41715,Temple Entrance,256.03564453125,131.15724182128906,270,96,True,1.0,0.0,83.44
unk_m42aa,m42aa,1,20,southbeach,41714,To South Beach,52.69062805175781,28.056739807128906,223,16,True,0.0,0.0,127.21333333333334
unk_m42aa,m42aa,1,21,dataarchives,41733,Data Archives,52.54784393310547,167.9537811279297,223,219,True,2.0,0.0,133.88
unk_m43aa,m43aa,0,22,theone,41756,Arena of the One,33.5672607421875,136.64645385742188,76,62,True,3.0,0.0,158.16
unk_m43aa,m43aa,0,23,northbeach,41306,To North Beach,202.3417205810547,25.45520782470703,357,229,True,1.0,0.0,133.17333333333335
unk_m44aa,m44aa,3,47,templeexit,41779,Temple Exit,95.42972564697266,38.40179443359375,161,132,True,2.0,0.0,87.84
unk_m44aa,m44aa,3,48,summit,41777,To Summit,101.12591552734375,77.7575454711914,245,143,True,1.0,0.0,102.85333333333334
unk_m44aa,m44aa,3,49,catacomb,41770,To Catacombs,89.70159912109375,65.94403839111328,220,121,True,7.0,0.0,97.89333333333333
unk_m44aa,m44aa,3,50,prodroid,41772,Prototype Droid Command Terminal,116.09685516357422,82.95125579833984,257,173,True,1.0,0.0,84.88
unk_m44aa,m44aa,3,51,seccomp1,41774,Security Computer,135.89198303222656,53.43617248535156,193,212,True,3.1622776601683795,0.0,114.97333333333333
unk_m44aa,m44aa,3,52,seccomp2,41774,Security Computer,65.29093933105469,84.1167984008789,259,72,True,1.0,0.0,78.25333333333333
unk_m44aa,m44aa,3,54,sc,47830,South Security Computer,131.93655395507812,49.96714782714844,186,204,True,1.4142135623730951,0.0,92.32
unk_m44aa,m44aa,3,55,pt,47828,Prototype Droid Command Room,118.99039459228516,85.98451232910156,263,179,True,9.219544457292887,0.0,86.56
unk_m44aa,m44aa,3,56,ar,40113,Armory,74.99710845947266,50.47517395019531,187,92,True,24.020824298928627,0.0,95.41333333333333
unk_m44aa,m44aa,3,57,nco,47824,North Corridor,48.28033447265625,73.37813568115234,236,39,True,6.082762530298219,0.0,88.78666666666666
unk_m44aa,m44aa,3,58,sco,47831,South Corridor,142.6638946533203,73.7506103515625,237,226,True,6.0,0.0,118.8
unk_m44aa,m44aa,3,59,eg,47819,East Guard Post,96.22377014160156,93.3220443725586,279,134,True,1.4142135623730951,0.0,90.96
unk_m44aa,m44aa,3,60,wg,47835,West Guard Post,95.25264739990234,50.9437370300293,188,132,True,9.0,0.0,91.62666666666667
unk_m44aa,m44aa,3,73,MassiveDoor,41759,Massive Door,95.77360534667969,46.08045196533203,178,133,True,12.806248474865697,0.0,104.76
unk_m44ab,m44ab,2,5,main,41800,To Main Level,58.27294921875,53.14423751831055,355,163,True,9.055385138137417,0.0,112.42666666666666
unk_m44ab,m44ab,2,6,comp,41796,Ancient Computer,73.25048065185547,107.68541717529297,100,89,True,0.0,0.0,108.89333333333333
unk_m44ac,m44ac,1,10,main,41800,To Main Level,58.160823822021484,54.10881042480469,377,87,True,3.0,0.0,83.10666666666667
unk_m44ac,m44ac,1,11,comp,41796,Ancient Computer,125.41615295410156,62.076087951660156,172,111,True,1.0,0.0,121.0
