module,area,north_axis,note_index,tag,strref,name,old_world_x,old_world_y,new_world_x,new_world_y,old_px,new_px,move_px,rule,confidence,source,reason,roundtrip_px,in_bounds,key_unique
manm27aa,m27aa,2,26,SW_MAPNOTE001,40265,Elevator to Ahto City,102.985878,35.73349,100.808115,34.6600013,"204,208","205,211",3.2,transition,medium,auto,"the only exit nearby is trigger to26b -> manm26ab (Manaan - West Central), 6 px away; matched on position, not name; centred on its drawn transition line (6 px long) and set 3 px clear of it","205,211",True,True
manm27aa,m27aa,2,28,SW_MAPNOTE001,40267,Flow Control,149.191086,-27.3656998,149.030777,-20.3000412,"291,147","281,147",10.0,room_centre,medium,auto,"sole note in room M27aa_11a (55 px across), only note in it","281,147",True,True
manm28aa,m28aa,0,46,cs,45799,Central Storage Room,128.193558,104.32444,132.785928,106.002388,"200,173","206,171",6.3,room_centre,medium,auto,"sole note in room M28AA_07A (40 px across), only note in it","206,171",True,True
manm28aa,m28aa,0,47,ws,45820,West Storage Room,86.0343552,112.369537,81.8961808,111.342669,"145,163","140,164",5.1,room_centre,medium,auto,"sole note in room M28AA_14A (43 px across), only note in it","140,164",True,True
sta_m45aa,m45aa,0,24,k45_map_ebonhawk,34556,To Ebon Hawk,65.3088989,177.24707,68.0946064,180.96619,"238,48","240,45",3.6,transition,high,auto,"names trigger k45_trg_ebonhawk -> ebo_m12aa (Star Forge - Ebon Hawk), name match 1.00","240,45",True,True
sta_m45ab,m45ab,0,3,k45b_map_elevato,35471,To Elevator,-1.50263977,-192.767212,0.680851064,-191.829016,"100,188","104,186",4.5,transition,medium,auto,"the only exit nearby is door sta45b_sta45c -> sta_m45ac (Star Forge - Command Center), 5 px away; matched on position, not name; centred on its drawn transition line (7 px long) and set 3 px clear of it","104,186",True,True
sta_m45ab,m45ab,0,6,k45b_map_east,40316,To East Exit,152.888184,-110.401398,154.978723,-108.678756,"359,53","363,50",5.0,transition,medium,auto,"names door sta45b_east_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50; centred on its drawn door line (7 px long) and set 3 px clear of it","363,50",True,True
sta_m45ac,m45ac,3,9,k45c_map_west,35473,To West Elevator,-1.49249268,-193.331741,-5.71891905,-189.995115,"99,61","102,57",5.0,transition,medium,auto,"the only exit nearby is door sta45c_sta45b -> sta_m45ab (Star Forge - Deck 2), 3 px away; matched on position, not name; centred on its drawn transition line (4 px long) and set 3 px clear of it","102,57",True,True
sta_m45ad,m45ad,0,3,k45d_map_command,35596,To Command Center,202.189667,308.137177,201.734039,310.949999,"222,59","221,53",6.1,transition,high,auto,"names door sta45d_sta45c -> sta_m45ac (Star Forge - Command Center), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","221,53",True,True
tar_m02aa,m02aa,0,19,SW_MAPNOTE001,40479,To Your Apartment,91.9797821,134.415771,90.5061467,136.115976,"178,50","173,45",7.1,transition,medium,auto,"the only exit nearby is door tar02_aprtdoor -> tar_m02af (Taris - Hideout), 4 px away; matched on position, not name; centred on its drawn transition line (10 px long) and set 3 px clear of it","173,45",True,True
tar_m02aa,m02aa,0,21,SW_MAPNOTE001,40481,Dia's Apartment,76.240036,111.862152,75.0612755,112.179113,"127,119","123,118",4.1,room_centre,medium,auto,"sole note in room M02aa_04a (58 px across), only note in it","123,118",True,True
tar_m02ab,m02ab,0,34,SW_MAPNOTE001,40496,To Lower City,121.879738,130.896942,128.333333,132.642725,"176,126","185,124",9.2,transition,high,auto,"names door tar02_lowdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (9 px long) and set 3 px clear of it","185,124",True,True
tar_m02ab,m02ab,0,35,SW_MAPNOTE001,40497,To Sith Base,112.574913,220.190933,114.205128,225.811809,"164,17","166,10",7.3,transition,high,auto,"names door tar02_sithdoor -> tar_m09aa (Taris - Sith Base), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","166,10",True,True
tar_m02ab,m02ab,0,37,SW_MAPNOTE001,40499,To Upper City South,222.349747,63.9660721,222.025641,59.0881844,"311,208","311,214",6.0,transition,high,auto,"names door UpperSouth -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","311,214",True,True
tar_m02ac,m02ac,0,50,SW_MAPNOTE001,40498,To Apartments,90.13797,121.791664,89.754544,126.130001,"126,75","126,70",5.0,transition,high,auto,"names door Apartments -> tar_m02aa (Taris - South Apartments), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","126,70",True,True
tar_m02ad,m02ad,0,20,SW_MAPNOTE001,40480,To Upper City,112.231369,84.376236,113.163641,83.9879518,"213,204","216,205",3.2,transition,high,auto,"names door ptar_stnddr -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","216,205",True,True
tar_m02ad,m02ad,0,21,SW_MAPNOTE001,40514,Largo's Apartment,137.34816,87.2287521,138.86051,86.1344397,"292,195","297,199",6.4,room_centre,medium,auto,"sole note in room M02ad_01a (77 px across), only note in it","297,199",True,True
tar_m02ad,m02ad,0,27,tar02_mnsarnas,40516,Sarna's Apartment,80.205658,112.166496,74.5822293,112.21096,"112,121","94,121",18.0,room_centre,medium,auto,"sole note in room M02ad_04a (60 px across), only note in it","94,121",True,True
tar_m02ae,m02ae,0,27,SW_MAPNOTE001,40480,To Upper City,139.146332,109.577911,140.119134,111.038713,"197,125","200,121",5.0,transition,high,auto,"names door ptar_stnddr -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (9 px long) and set 3 px clear of it","200,121",True,True
tar_m02af,m02af,0,8,SW_MAPNOTE001,40564,To Apartment Complex,89.3539124,135.577423,90.7444992,134.255997,"240,159","253,171",17.7,transition,low,auto,"the only exit nearby is door tar02_aptdoor -> tar_m02aa (), 18 px away; matched on position, not name","253,171",True,True
tar_m03aa,m03aa,0,16,SW_MAPNOTE001,40570,To Black Vulkar Base,458.987061,148.938751,473.121311,146.735717,"366,156","381,158",15.1,transition,high,auto,"names door tar03_blkdoor -> tar_m10aa (Taris - Black Vulkar Base), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","381,158",True,True
tar_m03aa,m03aa,0,17,SW_MAPNOTE001,40480,To Upper City,403.21875,137.224106,399.180329,135.500003,"305,167","301,169",4.5,transition,high,auto,"names door tar04_elevdoor -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","301,169",True,True
tar_m03aa,m03aa,0,20,SW_MAPNOTE001,40572,To Hidden Bek Base,357.500214,196.972549,356.664265,199.850003,"256,109","255,106",3.2,transition,high,auto,"names door tar03_bekdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","255,106",True,True
tar_m03aa,m03aa,0,22,SW_MAPNOTE001,40573,To Undercity,194.242599,220.53775,193.069842,225.385717,"79,86","78,81",5.1,transition,high,auto,"names door tar04_elevdoor -> tar_m04aa (Taris - Undercity), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","78,81",True,True
tar_m03ae,m03ae,0,11,SW_MAPNOTE001,40496,To Lower City,139.235199,109.629356,141.572217,110.251726,"298,116","306,114",8.2,transition,high,auto,"names door TarisDoor2 -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","306,114",True,True
tar_m04aa,m04aa,0,54,SW_MAPNOTE001,40496,To Lower City,183.915421,166.90509,182.778262,163.984905,"156,143","155,146",3.2,transition,high,auto,"names door tar04_elevdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","155,146",True,True
tar_m04aa,m04aa,0,58,SW_MAPNOTE001,40804,To Sewers,285.869446,115.893875,288.791992,116.692001,"273,198","276,198",3.0,transition,high,auto,"names door TarisDoor3 -> tar_m05aa (Taris - Lower Sewers), name match 1.00","276,198",True,True
tar_m08aa,m08aa,0,39,SW_MAPNOTE001,40820,Hangar,61.8437309,48.6116104,59.6410269,48.6777,"188,187","184,187",4.0,clamp_to_floor,medium,auto,off walkable floor; pulled onto nearest floor of M08aa_10a (room too large to centre in),"184,187",True,True
tar_m08aa,m08aa,0,58,tar08_mnbarracks3,40879,Barracks,67.3983383,131.272278,70.111145,131.204071,"198,45","203,45",5.0,room_centre,medium,auto,"sole note in room M08aa_07a (31 px across), only note in it","203,45",True,True
tar_m08aa,m08aa,0,59,tar08_mnbarracks4,40879,Barracks,86.3115158,135.10762,82.572731,134.616867,"233,39","226,40",7.1,room_centre,medium,auto,"sole note in room M08aa_08a (36 px across), only note in it","226,40",True,True
tar_m08aa,m08aa,0,60,tar08_mnlab,46151,Spice Lab,17.7252922,105.313896,22.3369648,108.078828,"108,90","116,85",9.4,room_centre,medium,auto,"sole note in room M08aa_13a (48 px across), only note in it","116,85",True,True
tar_m09aa,m09aa,0,15,tar09_mnbarracks1,40879,Barracks,-24.5931721,10.7817345,-24.6434898,9.63915825,"165,129","165,132",3.0,clamp_to_floor,medium,auto,off walkable floor; pulled onto nearest floor of M09aa_08b (room too large to centre in),"165,132",True,True
tar_m09aa,m09aa,0,20,tar09_mnelevator,40105,Elevator,36.6801109,-8.24771118,37.8181803,-12.1419751,"366,189","370,201",12.6,transition,low,auto,"the only exit nearby is door ptar_elevdoor -> tar_m09ab (Taris - Sith Base), 17 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 3 px clear of it","370,201",True,True
tar_m09ab,m09ab,0,0,SW_MAPNOTE001,40497,To Sith Base,66.5625763,-10.7532301,66.5600006,-11.0806452,"200,202","200,205",3.0,transition,high,auto,"names door tar09_elevdoor -> tar_m09aa (Taris - Sith Base), name match 1.00; offset from its drawn transition line (28 px long) and set 3 px clear of it","200,205",True,True
tar_m10aa,m10aa,0,30,SW_MAPNOTE001,40804,To Sewers,196.094955,142.45755,195.69102,143.697301,"334,21","333,18",3.2,transition,high,auto,"names door tar10_elev03 -> tar_m05ab (Taris - Upper Sewers), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","333,18",True,True
tar_m10aa,m10aa,0,31,SW_MAPNOTE001,40496,To Lower City,153.355438,69.2899323,152.973928,58.8459441,"228,189","227,213",24.0,transition,medium,auto,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (14 px long) and set 3 px clear of it","227,213",True,True
tar_m10aa,m10aa,0,40,tar10_mnbarracks,40879,Barracks,105.176666,94.155365,107.614818,95.0083795,"108,132","114,130",6.3,room_centre,medium,auto,"sole note in room M10aa_12a (78 px across), only note in it","114,130",True,True
tar_m10aa,m10aa,0,42,tar10_mnrecroom,46433,Rec Room,185.312317,99.6607361,185.557276,101.717338,"307,119","308,114",5.1,room_centre,medium,auto,"sole note in room M10aa_03a (69 px across), only note in it","308,114",True,True
tar_m11aa,m11aa,0,23,SW_MAPNOTE001,40496,To Lower City,70.7620392,29.5888233,70.3444455,27.2079636,"212,220","211,226",6.1,transition,high,auto,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (17 px long) and set 3 px clear of it","211,226",True,True
tar_m11aa,m11aa,0,27,tar11_mnbar,46553,Bar,31.5603943,78.6446762,27.7576084,78.1931915,"117,105","107,106",10.0,object,high,auto,"names the sound 'Bar Loop' (SoundList), 10 px away, name match 1.00","107,106",True,True
tar_m11aa,m11aa,0,29,tar11_mnelevator,40105,Elevator,70.4219208,103.84761,70.3444455,98.4221251,"211,45","211,58",13.0,transition,low,auto,"the only exit nearby is door ptar_secdoor -> tar_m11ab (Taris - Hidden Bek Base), 15 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 3 px clear of it","211,58",True,True
tar_m11ab,m11ab,0,1,SW_MAPNOTE001,40895,To Main Base,23.1023998,28.9896584,23.1000004,30.140179,"215,86","215,75",11.0,transition,medium,auto,"names door ptar_secdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 0.50; offset from its drawn transition line (40 px long) and set 3 px clear of it","215,75",True,True
tat_m17aa,m17aa,0,41,SW_MAPNOTE001,41005,Spaceport,94.165062,146.870941,90.4103012,148.153,"106,50","99,48",7.3,object,high,auto,"names the door 'Spaceport' (Door List), 7 px away, name match 1.00","99,48",True,True
tat_m17aa,m17aa,0,43,SW_MAPNOTE001,41007,Czerka Office,131.155991,106.948196,129.897894,104.602855,"166,112","164,116",4.5,transition,high,auto,"names door TatooineTransition -> tat_m17ag (Tatooine - Czerka Office), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","164,116",True,True
tat_m17aa,m17aa,0,45,SW_MAPNOTE001,34552,Cantina,209.669022,66.31884,214.295792,66.4314248,"294,176","302,176",8.0,transition,high,auto,"names door TatooineTransition -> tat_m17af (Tatooine - Cantina), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","302,176",True,True
tat_m17aa,m17aa,0,46,SW_MAPNOTE001,33406,Droid Shop,226.988785,141.562531,222.857898,142.138095,"323,58","316,57",7.1,transition,high,auto,"names door TatooineTransition -> tat_m17ac (Tatooine - Droid Shop), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","316,57",True,True
tat_m17ab,m17ab,0,15,SW_MAPNOTE001,33404,Ebon Hawk,-3.07367015,-11.082098,-4.76875025,-10.3384615,"201,129","195,126",6.7,transition,high,auto,"names trigger EbonHawk -> ebo_m12aa (To the Ebon Hawk), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","195,126",True,True
tat_m17ab,m17ab,0,16,SW_MAPNOTE001,33461,Exit,7.46804047,-42.7853317,8.97951984,-46.0642014,"240,238","245,249",12.1,transition,low,auto,"the only exit nearby is door TatooineDoor2 -> tat_m17aa (Tatooine - Anchorhead), 12 px away; matched on position, not name","245,249",True,True
tat_m17ac,m17ac,0,1,SW_MAPNOTE001,33461,Exit,6.87674046,4.33342123,7.3821229,3.68032788,"279,85","285,92",9.2,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 21 px away; matched on position, not name; offset from its drawn transition line (25 px long) and set 3 px clear of it","285,92",True,True
tat_m17ad,m17ad,0,2,SW_MAPNOTE001,33461,Exit,6.53828621,4.5365591,8.17765363,3.69743591,"275,84","293,93",20.1,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 24 px away; matched on position, not name; offset from its drawn transition line (28 px long) and set 3 px clear of it","293,93",True,True
tat_m17ae,m17ae,0,2,SW_MAPNOTE001,33461,Exit,6.39369583,4.75713778,7.47582417,3.18888893,"305,74","317,92",21.6,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 3 px clear of it","317,92",True,True
tat_m17af,m17af,0,3,SW_MAPNOTE001,33461,Exit,5.9835887,4.71984196,7.64130435,3.73680001,"272,77","290,88",21.1,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 30 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 3 px clear of it","290,88",True,True
tat_m17ag,m17ae,0,3,SW_MAPNOTE001,33461,Exit,6.44573498,4.76297569,7.47582417,3.18888893,"305,74","317,92",21.6,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 3 px clear of it","317,92",True,True
tat_m18aa,m18aa,0,61,SW_MAPNOTE001,41147,To Anchorhead,37.0912857,368.323547,37.9056612,353.258548,"111,29","112,38",9.1,transition,high,auto,"names trigger AreaTransition -> tat_m17aa (To Anchorhead), name match 1.00; centred on its drawn transition line (9 px long) and set 3 px clear of it","112,38",True,True
tat_m18aa,m18aa,0,65,SW_MAPNOTE001,41151,To the Eastern Dune Sea,341.576904,146.577774,347.251897,144.078048,"301,162","305,164",4.5,transition,high,auto,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","305,164",True,True
tat_m18ab,m18ab,0,49,SW_MAPNOTE001,41009,To the Dune Sea,116.061768,300.073334,119.925222,305.075223,"163,43","166,40",4.2,transition,high,auto,"names trigger AreaTransition -> tat_m18aa (To the Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","166,40",True,True
tat_m18ab,m18ab,0,50,SW_MAPNOTE001,41151,To the Eastern Dune Sea,311.330688,321.569153,319.876515,326.507397,"294,29","300,26",6.7,transition,high,auto,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","300,26",True,True
tat_m18ab,m18ab,0,51,SW_MAPNOTE001,41155,Sand People Enclave,156.112259,22.8297958,158.721741,31.0495661,"190,224","192,219",5.4,transition,high,auto,"names door TatooineDoor3 -> tat_m20aa (Sand People Enclave), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","192,219",True,True
tat_m18ac,m18ac,0,81,SW_MAPNOTE001,41150,To the Sand People Territory,118.370651,125.18866,115.696297,125.332322,"141,192","138,192",3.0,transition,high,auto,"names trigger AreaTransition -> tat_m18ab (To the Sand People Territory), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","138,192",True,True
unk_m41aa,m41aa,0,21,ebonhawk,33404,Ebon Hawk,86.2189789,140.527634,87.569999,136.600002,"244,147","246,151",4.5,transition,high,auto,"names trigger AreaTransition -> ? (Ebon Hawk), name match 1.00; centred on its drawn transition line (5 px long) and set 3 px clear of it","246,151",True,True
unk_m41aa,m41aa,0,22,northbeach,41306,To North Beach,146.701294,239.603958,150.099996,231.099999,"316,37","320,46",9.8,transition,high,auto,"names trigger unk41_goto41ac -> unk_m41ac (Unknown World - North Beach), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","320,46",True,True
unk_m41aa,m41aa,0,23,temple,41326,To Temple,161.52832,126.160637,160.239996,131.200002,"334,163","332,157",6.3,transition,high,auto,"names trigger unk41_goto41ada -> unk_m41ad (Unknown World - Temple Exterior), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","332,157",True,True
unk_m41ab,m41ab,0,2,centralbeach,41337,To Central Beach,186.38208,136.539368,186.091563,138.842461,"321,131","321,128",3.0,transition,medium,auto,"the only exit nearby is trigger unk41_goto41aarc -> unk_m41ad (Unknown World - Temple Exterior), 2 px away; matched on position, not name; centred on its drawn transition line (15 px long) and set 3 px clear of it","321,128",True,True
unk_m41ac,m41ac,0,19,blackrakata,41362,To Rakatan Settlement,195.28006,198.238525,197.58919,197.884707,"235,76","238,76",3.0,transition,high,auto,"names door unk41_blkdoor -> unk_m43aa (Unknown World - Rakatan Settlement), name match 1.00; centred on its drawn transition line (7 px long) and set 3 px clear of it","238,76",True,True
unk_m41ad,m41ad,0,9,southbeach,41714,To South Beach,191.940567,61.6318207,183.434379,58.4058379,"182,184","170,188",12.6,transition,high,auto,"names trigger unk41_goto41abd -> unk_m41ab (Unknown World - South Beach), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","170,188",True,True
unk_m41ad,m41ad,0,10,temple,41715,Temple Entrance,256.035645,131.157242,264.292371,131.809882,"270,96","281,95",11.0,transition,medium,auto,"names trigger AreaTransition -> unk_m44aa (Unknown World - Temple Interior), name match 0.50","281,95",True,True
unk_m42aa,m42aa,1,20,southbeach,41714,To South Beach,52.6906281,28.0567398,53.277632,25.6349226,"223,16","222,13",3.2,transition,high,auto,"names door RakataDoor2 -> unk_m41ab (Unknown World - South Beach), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","222,13",True,True
unk_m43aa,m43aa,0,23,northbeach,41306,To North Beach,202.341721,25.4552078,201.799638,22.1333364,"357,229","356,234",5.1,transition,high,auto,"names door RakataDoor2 -> unk_m41ac (Unknown World - North Beach), name match 1.00; centred on its drawn transition line (7 px long) and set 3 px clear of it","356,234",True,True
unk_m44aa,m44aa,3,49,catacomb,41770,To Catacombs,89.7015991,65.9440384,89.3497501,63.5666682,"220,121","215,120",5.1,transition,high,auto,"names door unk44_basedoor -> unk_m44ab (Unknown World - Temple Catacombs), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","215,120",True,True
unk_m44aa,m44aa,3,52,seccomp2,41774,Security Computer,65.2909393,84.1167984,60.174145,84.6495253,"259,72","260,62",10.0,room_centre,medium,auto,"sole note in room m44aa_15a (35 px across), only note in it","260,62",True,True
unk_m44aa,m44aa,3,73,MassiveDoor,41759,Massive Door,95.7736053,46.080452,95.3905029,44.9770012,"178,133","175,132",3.2,object,high,auto,"names the door 'Massive Door' (Door List), 3 px away, name match 1.00","175,132",True,True
unk_m44ab,m44ab,2,5,main,41800,To Main Level,58.2729492,53.1442375,58.703946,51.9400015,"355,163","361,161",6.3,transition,medium,auto,"the only exit nearby is door RakataDoor4 -> unk_m44aa (Unknown World - Temple Interior), 3 px away; matched on position, not name; centred on its drawn transition line (19 px long) and set 3 px clear of it","361,161",True,True
