module,area,north_axis,note_index,tag,strref,name,old_world_x,old_world_y,new_world_x,new_world_y,old_px,new_px,move_px,rule,confidence,source,reason,roundtrip_px,in_bounds,key_unique
manm27aa,m27aa,2,26,SW_MAPNOTE001,40265,Elevator to Ahto City,102.985878,35.73349,107.631088,36.8200013,"204,208","202,202",6.3,transition,medium,auto,"the only exit nearby is trigger to26b -> manm26ab (Manaan - West Central), 6 px away; matched on position, not name; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it","202,202",True,True
manm27aa,m27aa,2,28,SW_MAPNOTE001,40267,Flow Control,149.191086,-27.3656998,150.250427,-38.1528271,"291,147","306,146",15.0,door_room,medium,user approved,"marks a drawn green door line (5 px long); centred in the room it opens into, M27aa_11b (36 px across, vs M27aa_11a on the other side)","306,146",True,True
manm28aa,m28aa,0,46,cs,45799,Central Storage Room,128.193558,104.32444,132.785928,106.002388,"200,173","206,171",6.3,room_centre,medium,auto,"sole note in room M28AA_07A (40 px across), only note in it","206,171",True,True
manm28aa,m28aa,0,47,ws,45820,West Storage Room,86.0343552,112.369537,81.8961808,111.342669,"145,163","140,164",5.1,room_centre,medium,auto,"sole note in room M28AA_14A (43 px across), only note in it","140,164",True,True
sta_m45aa,m45aa,0,24,k45_map_ebonhawk,34556,To Ebon Hawk,65.3088989,177.24707,71.754412,180.652631,"238,48","243,45",5.8,transition,high,auto,"names trigger k45_trg_ebonhawk -> ebo_m12aa (Star Forge - Ebon Hawk), name match 1.00; pulled 3 px onto walkable floor of M45aa_02a","243,45",True,True
sta_m45ab,m45ab,0,3,k45b_map_elevato,35471,To Elevator,-1.50263977,-192.767212,0.085106383,-191.829016,"100,188","103,186",3.6,transition,medium,auto,"the only exit nearby is door sta45b_sta45c -> sta_m45ac (Star Forge - Command Center), 5 px away; matched on position, not name; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it; pulled 4 px onto walkable floor of M45ab_07b","103,186",True,True
sta_m45ab,m45ab,0,6,k45b_map_east,40316,To East Exit,152.888184,-110.401398,153.787234,-108.678756,"359,53","361,50",3.6,transition,medium,auto,"names door sta45b_east_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50; centred on its drawn diagonal door line (8 px long) and set 4 px clear of it","361,50",True,True
sta_m45ad,m45ad,0,3,k45d_map_command,35596,To Command Center,202.189667,308.137177,201.734039,310.453125,"222,59","221,54",5.1,transition,high,auto,"names door sta45d_sta45c -> sta_m45ac (Star Forge - Command Center), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","221,54",True,True
tar_m02aa,m02aa,0,19,SW_MAPNOTE001,40479,To Your Apartment,91.9797821,134.415771,91.4379902,132.83787,"178,50","176,55",5.4,transition,medium,auto,"the only exit nearby is door tar02_aprtdoor -> tar_m02af (Taris - Hideout), 4 px away; matched on position, not name; centred on its drawn diagonal transition line (11 px long) and set 4 px clear of it","176,55",True,True
tar_m02aa,m02aa,0,21,SW_MAPNOTE001,40481,Dia's Apartment,76.240036,111.862152,75.0612755,112.179113,"127,119","123,118",4.1,room_centre,medium,auto,"sole note in room M02aa_04a (58 px across), only note in it","123,118",True,True
tar_m02ab,m02ab,0,33,SW_MAPNOTE001,40495,Droids by Janice,112.441872,67.5955429,108.614865,63.0989806,"164,204","158,209",7.8,door_room,medium,user approved,"marks a drawn green door line (20 px long); centred in the room it opens into, M02ab_01b (42 px across, vs M02ab_02g on the other side)","158,209",True,True
tar_m02ab,m02ab,0,34,SW_MAPNOTE001,40496,To Lower City,121.879738,130.896942,127.589744,132.642725,"176,126","184,124",8.2,transition,high,auto,"names door tar02_lowdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (9 px long) and set 4 px clear of it","184,124",True,True
tar_m02ab,m02ab,0,35,SW_MAPNOTE001,40497,To Sith Base,112.574913,220.190933,114.205128,224.994537,"164,17","166,11",6.3,transition,high,auto,"names door tar02_sithdoor -> tar_m09aa (Taris - Sith Base), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it","166,11",True,True
tar_m02ab,m02ab,0,37,SW_MAPNOTE001,40499,To Upper City South,222.349747,63.9660721,222.025641,58.2709118,"311,208","311,215",7.0,transition,high,user approved,"names door UpperSouth -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it","311,215",True,True
tar_m02ac,m02ac,0,40,SW_MAPNOTE001,40504,Clinic,187.726273,75.5783691,184.425592,67.002185,"252,132","248,142",10.8,door_room,medium,user approved,"marks a drawn green door line (11 px long); centred in the room it opens into, M02ac_02g (35 px across, vs M02ac_02e on the other side)","248,142",True,True
tar_m02ac,m02ac,0,41,SW_MAPNOTE001,40505,Equipment Emporium,76.243515,67.3831177,88.1185114,63.6963623,"109,142","124,146",15.5,door_room,low,user approved,"marks a drawn green door line (12 px long); centred in the room it opens into, M02ac_02i (36 px across, vs M02ac_02j on the other side)","124,146",True,True
tar_m02ac,m02ac,0,50,SW_MAPNOTE001,40498,To Apartments,90.13797,121.791664,89.754544,125.312001,"126,75","126,71",4.0,transition,high,auto,"names door Apartments -> tar_m02aa (Taris - South Apartments), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it","126,71",True,True
tar_m02ad,m02ad,0,20,SW_MAPNOTE001,40480,To Upper City,112.231369,84.376236,113.163641,84.3222892,"213,204","216,204",3.0,transition,high,auto,"names door ptar_stnddr -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","216,204",True,True
tar_m02ad,m02ad,0,21,SW_MAPNOTE001,40514,Largo's Apartment,137.34816,87.2287521,138.86051,86.1344397,"292,195","297,199",6.4,room_centre,medium,auto,"sole note in room M02ad_01a (77 px across), only note in it","297,199",True,True
tar_m02ad,m02ad,0,26,tar02_mnyuns,40515,Yun's Apartment,135.833206,135.271317,139.107323,138.95364,"288,52","298,41",14.9,door_room,medium,user approved,"marks a drawn green door line (12 px long); centred in the room it opens into, M02ad_02a (75 px across, the only room either side)","298,41",True,True
tar_m02ad,m02ad,0,27,tar02_mnsarnas,40516,Sarna's Apartment,80.205658,112.166496,74.5822293,112.21096,"112,121","94,121",18.0,door_room,low,user approved,"marks a drawn green door line (12 px long); centred in the room it opens into, M02ad_04a (60 px across, vs M02ad_09h on the other side)","94,121",True,True
tar_m02ae,m02ae,0,27,SW_MAPNOTE001,40480,To Upper City,139.146332,109.577911,139.768953,111.038713,"197,125","199,121",4.5,transition,high,auto,"names door ptar_stnddr -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (9 px long) and set 4 px clear of it","199,121",True,True
tar_m02af,m02af,0,8,SW_MAPNOTE001,40564,To Apartment Complex,89.3539124,135.577423,90.6105242,134.355998,"240,159","252,170",16.3,transition,low,auto,"the only exit nearby is door tar02_aptdoor -> tar_m02aa (), 18 px away; matched on position, not name; offset from its drawn diagonal transition line (43 px long) and set 4 px clear of it","252,170",True,True
tar_m03aa,m03aa,0,16,SW_MAPNOTE001,40570,To Black Vulkar Base,458.987061,148.938751,470.348525,152.864289,"366,156","378,152",12.6,transition,high,auto,"names door tar03_blkdoor -> tar_m10aa (Taris - Black Vulkar Base), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it; pulled 5 px onto walkable floor of m03aa_12a","378,152",True,True
tar_m03aa,m03aa,0,17,SW_MAPNOTE001,40480,To Upper City,403.21875,137.224106,405.650165,136.521432,"305,167","308,168",3.2,transition,high,auto,"names door tar04_elevdoor -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it; pulled 4 px onto walkable floor of m03aa_10a","308,168",True,True
tar_m03aa,m03aa,0,19,SW_MAPNOTE001,40571,To Javyar's Cantina,352.146362,173.16806,354.81574,175.335717,"250,132","253,130",3.6,transition,high,auto,"names door tar03_javydoor -> tar_m03ae (Taris - Javyar's Cantina), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it","253,130",True,True
tar_m03aa,m03aa,0,20,SW_MAPNOTE001,40572,To Hidden Bek Base,357.500214,196.972549,355.740002,199.850003,"256,109","254,106",3.6,transition,high,auto,"names door tar03_bekdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it","254,106",True,True
tar_m03aa,m03aa,0,21,SW_MAPNOTE001,40498,To Apartments,306.979523,210.321182,306.754102,207.000003,"201,96","201,99",3.0,transition,high,auto,"names door tar04_stddoor -> tar_m03ab (Taris - Lower City Apartments), name match 1.00; centred on its drawn transition line (6 px long) and set 4 px clear of it","201,99",True,True
tar_m03aa,m03aa,0,22,SW_MAPNOTE001,40573,To Undercity,194.242599,220.53775,193.994104,224.364289,"79,86","79,82",4.0,transition,high,auto,"names door tar04_elevdoor -> tar_m04aa (Taris - Undercity), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m03aa_01a","79,82",True,True
tar_m03ab,m03ab,0,22,SW_MAPNOTE001,40616,Selven's Apartment,135.840485,135.507965,139.084157,138.827578,"293,52","303,43",13.5,door_room,medium,user approved,"marks a drawn green door line (13 px long); centred in the room it opens into, M03ab_02a (72 px across, the only room either side)","303,43",True,True
tar_m03ad,m03ad,0,27,SW_MAPNOTE001,40632,Matrik's Apartment,136.946518,88.3725815,139.158733,85.9007547,"299,190","306,197",9.9,door_room,low,user approved,"marks a drawn green door line (12 px long); centred in the room it opens into, M03ad_01a (74 px across, vs M03ad_09e on the other side)","306,197",True,True
tar_m03ae,m03ae,0,11,SW_MAPNOTE001,40496,To Lower City,139.235199,109.629356,141.277772,110.251726,"298,116","305,114",7.3,transition,high,user approved,"names door TarisDoor2 -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it","305,114",True,True
tar_m04aa,m04aa,0,54,SW_MAPNOTE001,40496,To Lower City,183.915421,166.90509,183.652175,163.984905,"156,143","156,146",3.0,transition,high,auto,"names door tar04_elevdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it","156,146",True,True
tar_m04aa,m04aa,0,58,SW_MAPNOTE001,40804,To Sewers,285.869446,115.893875,288.791992,116.692001,"273,198","276,198",3.0,transition,high,auto,"names door TarisDoor3 -> tar_m05aa (Taris - Lower Sewers), name match 1.00","276,198",True,True
tar_m05aa,m05aa,2,11,SW_MAPNOTE001,40812,Gamorrean Compound,240.924316,176.372757,241.629238,186.796296,"192,124","178,123",14.0,door_room,medium,user approved,"marks a drawn green door line (8 px long); centred in the room it opens into, M05aa_18a (28 px across, vs M05aa_06c on the other side)","178,123",True,True
tar_m05ab,m05ab,0,19,SW_MAPNOTE001,40570,To Black Vulkar Base,286.499176,310.181519,284.881046,312.505618,"399,192","396,189",4.2,transition,high,auto,"names door tar05_elevator -> tar_m10aa (Taris - Black Vulkar Base), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it","396,189",True,True
tar_m08aa,m08aa,0,39,SW_MAPNOTE001,40820,Hangar,61.8437309,48.6116104,59.6410269,48.6777,"188,187","184,187",4.0,clamp_to_floor,medium,auto,off walkable floor; pulled onto nearest floor of M08aa_10a (room too large to centre in),"184,187",True,True
tar_m08aa,m08aa,0,58,tar08_mnbarracks3,40879,Barracks,67.3983383,131.272278,70.111145,131.204071,"198,45","203,45",5.0,room_centre,medium,auto,"sole note in room M08aa_07a (31 px across), only note in it","203,45",True,True
tar_m08aa,m08aa,0,59,tar08_mnbarracks4,40879,Barracks,86.3115158,135.10762,82.572731,134.616867,"233,39","226,40",7.1,door_room,medium,user approved,"marks a drawn green door line (3 px long); centred in the room it opens into, M08aa_08a (36 px across, the only room either side)","226,40",True,True
tar_m08aa,m08aa,0,60,tar08_mnlab,46151,Spice Lab,17.7252922,105.313896,22.3369648,108.078828,"108,90","116,85",9.4,door_room,low,user approved,"marks a drawn green door line (8 px long); centred in the room it opens into, M08aa_13a (48 px across, vs M08aa_09c on the other side)","116,85",True,True
tar_m09aa,m09aa,0,15,tar09_mnbarracks1,40879,Barracks,-24.5931721,10.7817345,-24.6434898,9.63915825,"165,129","165,132",3.0,clamp_to_floor,medium,auto,off walkable floor; pulled onto nearest floor of M09aa_08b (room too large to centre in),"165,132",True,True
tar_m09aa,m09aa,0,20,tar09_mnelevator,40105,Elevator,36.6801109,-8.24771118,37.8181803,-11.8246911,"366,189","370,200",11.7,transition,low,auto,"the only exit nearby is door ptar_elevdoor -> tar_m09ab (Taris - Sith Base), 17 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 4 px clear of it","370,200",True,True
tar_m10aa,m10aa,0,31,SW_MAPNOTE001,40496,To Lower City,153.355438,69.2899323,152.973928,59.2810793,"228,189","227,212",23.0,transition,medium,auto,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (14 px long) and set 4 px clear of it","227,212",True,True
tar_m10aa,m10aa,0,40,tar10_mnbarracks,40879,Barracks,105.176666,94.155365,107.614818,95.0083795,"108,132","114,130",6.3,room_centre,medium,auto,"sole note in room M10aa_12a (78 px across), only note in it","114,130",True,True
tar_m10aa,m10aa,0,42,tar10_mnrecroom,46433,Rec Room,185.312317,99.6607361,185.557276,101.717338,"307,119","308,114",5.1,room_centre,medium,auto,"sole note in room M10aa_03a (69 px across), only note in it","308,114",True,True
tar_m11aa,m11aa,0,23,SW_MAPNOTE001,40496,To Lower City,70.7620392,29.5888233,70.3444455,26.7840698,"212,220","211,227",7.1,transition,high,auto,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (17 px long) and set 4 px clear of it","211,227",True,True
tar_m11aa,m11aa,0,27,tar11_mnbar,46553,Bar,31.5603943,78.6446762,30.4666595,78.4991157,"117,105","114,105",3.0,object,high,auto,"names the sound 'Bar Loop' (SoundList), 10 px away, name match 1.00; pulled 7 px onto walkable floor of M11aa_04a","114,105",True,True
tar_m11aa,m11aa,0,29,tar11_mnelevator,40105,Elevator,70.4219208,103.84761,70.3444455,98.846019,"211,45","211,57",12.0,transition,low,auto,"the only exit nearby is door ptar_secdoor -> tar_m11ab (Taris - Hidden Bek Base), 15 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 4 px clear of it","211,57",True,True
tar_m11ab,m11ab,0,1,SW_MAPNOTE001,40895,To Main Base,23.1023998,28.9896584,23.1000004,30.0375004,"215,86","215,76",10.0,transition,medium,auto,"names door ptar_secdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 0.50; offset from its drawn transition line (40 px long) and set 4 px clear of it","215,76",True,True
tat_m17aa,m17aa,0,41,SW_MAPNOTE001,41005,Spaceport,94.165062,146.870941,90.4103012,148.153,"106,50","99,48",7.3,object,high,auto,"names the door 'Spaceport' (Door List), 7 px away, name match 1.00","99,48",True,True
tat_m17aa,m17aa,0,43,SW_MAPNOTE001,41007,Czerka Office,131.155991,106.948196,129.286315,104.602855,"166,112","163,116",5.0,transition,high,auto,"names door TatooineTransition -> tat_m17ag (Tatooine - Czerka Office), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","163,116",True,True
tat_m17aa,m17aa,0,44,SW_MAPNOTE001,41008,Swoop Registration,142.231476,66.739563,141.517895,64.5228533,"184,176","183,179",3.2,transition,high,auto,"names door TatooineTransition -> tat_m17ae (Tatooine - Swoop Registration), name match 1.00; centred on its drawn transition line (6 px long) and set 4 px clear of it","183,179",True,True
tat_m17aa,m17aa,0,45,SW_MAPNOTE001,34552,Cantina,209.669022,66.31884,214.295792,72.1571394,"294,176","302,167",12.0,transition,high,auto,"names door TatooineTransition -> tat_m17af (Tatooine - Cantina), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","302,167",True,True
tat_m17aa,m17aa,0,46,SW_MAPNOTE001,33406,Droid Shop,226.988785,141.562531,228.973688,144.046666,"323,58","326,54",5.0,transition,high,auto,"names door TatooineTransition -> tat_m17ac (Tatooine - Droid Shop), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it","326,54",True,True
tat_m17ab,m17ab,0,15,SW_MAPNOTE001,33404,Ebon Hawk,-3.07367015,-11.082098,-4.76875025,-10.6282051,"201,129","195,127",6.3,transition,high,auto,"names trigger EbonHawk -> ebo_m12aa (To the Ebon Hawk), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it","195,127",True,True
tat_m17ab,m17ab,0,16,SW_MAPNOTE001,33461,Exit,7.46804047,-42.7853317,8.97951984,-46.0642014,"240,238","245,249",12.1,transition,low,auto,"the only exit nearby is door TatooineDoor2 -> tat_m17aa (Tatooine - Anchorhead), 12 px away; matched on position, not name","245,249",True,True
tat_m17ac,m17ac,0,1,SW_MAPNOTE001,33461,Exit,6.87674046,4.33342123,7.29385474,3.68032788,"279,85","284,92",8.6,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 21 px away; matched on position, not name; offset from its drawn transition line (25 px long) and set 4 px clear of it","284,92",True,True
tat_m17ad,m17ad,0,2,SW_MAPNOTE001,33461,Exit,6.53828621,4.5365591,8.08882682,3.69743591,"275,84","292,93",19.2,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 24 px away; matched on position, not name; offset from its drawn transition line (28 px long) and set 4 px clear of it","292,93",True,True
tat_m17ae,m17ae,0,2,SW_MAPNOTE001,33461,Exit,6.39369583,4.75713778,7.38846153,3.18888893,"305,74","316,92",21.1,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it","316,92",True,True
tat_m17af,m17af,0,3,SW_MAPNOTE001,33461,Exit,5.9835887,4.71984196,7.55163043,3.73680001,"272,77","289,88",20.2,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 30 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it","289,88",True,True
tat_m17ag,m17ae,0,3,SW_MAPNOTE001,33461,Exit,6.44573498,4.76297569,7.38846153,3.18888893,"305,74","316,92",21.1,transition,low,auto,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it","316,92",True,True
tat_m18aa,m18aa,0,61,SW_MAPNOTE001,41147,To Anchorhead,37.0912857,368.323547,44.3169822,354.918711,"111,29","116,37",9.4,transition,high,auto,"names trigger AreaTransition -> tat_m17aa (To Anchorhead), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it","116,37",True,True
tat_m18aa,m18aa,0,65,SW_MAPNOTE001,41151,To the Eastern Dune Sea,341.576904,146.577774,332.826425,149.058536,"301,162","296,161",5.1,transition,high,auto,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it","296,161",True,True
tat_m18ab,m18ab,0,49,SW_MAPNOTE001,41009,To the Dune Sea,116.061768,300.073334,118.433048,305.075223,"163,43","165,40",3.6,transition,high,user approved,"names trigger AreaTransition -> tat_m18aa (To the Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m18ab_01a","165,40",True,True
tat_m18ab,m18ab,0,50,SW_MAPNOTE001,41151,To the Eastern Dune Sea,311.330688,321.569153,321.368689,323.445658,"294,29","301,28",7.1,transition,high,auto,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m18ab_01a","301,28",True,True
tat_m18ab,m18ab,0,51,SW_MAPNOTE001,41155,Sand People Enclave,156.112259,22.8297958,158.721741,32.5804357,"190,224","192,218",6.3,transition,high,auto,"names door TatooineDoor3 -> tat_m20aa (Sand People Enclave), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","192,218",True,True
unk_m41aa,m41aa,0,21,ebonhawk,33404,Ebon Hawk,86.2189789,140.527634,92.6399988,143.800001,"244,147","252,143",8.9,transition,high,auto,"names trigger AreaTransition -> ? (Ebon Hawk), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it","252,143",True,True
unk_m41aa,m41aa,0,23,temple,41326,To Temple,161.52832,126.160637,169.534995,133.000002,"334,163","343,155",12.0,transition,high,user approved,"names trigger unk41_goto41ada -> unk_m41ad (Unknown World - Temple Exterior), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it","343,155",True,True
unk_m41ab,m41ab,0,2,centralbeach,41337,To Central Beach,186.38208,136.539368,185.402406,138.842461,"321,131","320,128",3.2,transition,medium,auto,"the only exit nearby is trigger unk41_goto41aarc -> unk_m41ad (Unknown World - Temple Exterior), 2 px away; matched on position, not name; centred on its drawn transition line (15 px long) and set 4 px clear of it","320,128",True,True
unk_m41ac,m41ac,0,19,blackrakata,41362,To Rakatan Settlement,195.28006,198.238525,198.402703,199.592942,"235,76","239,74",4.5,transition,high,auto,"names door unk41_blkdoor -> unk_m43aa (Unknown World - Rakatan Settlement), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it","239,74",True,True
unk_m41ad,m41ad,0,8,centralbeach,41337,To Central Beach,162.591034,129.705475,158.678128,124.078829,"141,98","136,105",8.6,transition,high,auto,"names trigger unk41_goto41aad -> unk_m41aa (Unknown World - Central Beach), name match 1.00; centred on its drawn diagonal transition line (14 px long) and set 4 px clear of it","136,105",True,True
unk_m41ad,m41ad,0,10,temple,41715,Temple Entrance,256.035645,131.157242,264.292371,131.809882,"270,96","281,95",11.0,transition,medium,auto,"names trigger AreaTransition -> unk_m44aa (Unknown World - Temple Interior), name match 0.50","281,95",True,True
unk_m42aa,m42aa,1,20,southbeach,41714,To South Beach,52.6906281,28.0567398,53.277632,24.9428591,"223,16","222,12",4.1,transition,high,auto,"names door RakataDoor2 -> unk_m41ab (Unknown World - South Beach), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it","222,12",True,True
unk_m42aa,m42aa,1,21,dataarchives,41733,Data Archives,52.5478439,167.953781,52.5113673,175.559137,"223,219","223,230",11.0,door_room,medium,user approved,"marks a drawn green door line (8 px long); centred in the room it opens into, m42aa_08a (54 px across, vs m42aa_07a on the other side)","223,230",True,True
unk_m43aa,m43aa,0,23,northbeach,41306,To North Beach,202.341721,25.4552078,201.799638,21.4666697,"357,229","356,235",6.1,transition,high,auto,"names door RakataDoor2 -> unk_m41ac (Unknown World - North Beach), name match 1.00; centred on its drawn transition line (7 px long) and set 4 px clear of it","356,235",True,True
unk_m44aa,m44aa,3,49,catacomb,41770,To Catacombs,89.7015991,65.9440384,89.3497501,64.0333349,"220,121","216,120",4.1,transition,high,auto,"names door unk44_basedoor -> unk_m44ab (Unknown World - Temple Catacombs), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it","216,120",True,True
unk_m44aa,m44aa,3,52,seccomp2,41774,Security Computer,65.2909393,84.1167984,60.174145,84.6495253,"259,72","260,62",10.0,room_centre,medium,auto,"sole note in room m44aa_15a (35 px across), only note in it","260,62",True,True
unk_m44aa,m44aa,3,55,pt,47828,Prototype Droid Command Room,118.990395,85.9845123,130.185865,84.7040534,"263,179","260,201",22.2,door_room,low,user approved,"marks a drawn green door line (10 px long); centred in the room it opens into, m44aa_06a (36 px across, vs m44aa_09a on the other side)","260,201",True,True
unk_m44aa,m44aa,3,73,MassiveDoor,41759,Massive Door,95.7736053,46.080452,95.3905029,44.9770012,"178,133","175,132",3.2,object,high,user approved,"names the door 'Massive Door' (Door List), 3 px away, name match 1.00","175,132",True,True
unk_m44ab,m44ab,2,5,main,41800,To Main Level,58.2729492,53.1442375,58.703946,52.1533349,"355,163","360,161",5.4,transition,medium,auto,"the only exit nearby is door RakataDoor4 -> unk_m44aa (Unknown World - Temple Interior), 3 px away; matched on position, not name; centred on its drawn transition line (19 px long) and set 4 px clear of it","360,161",True,True
